Option_Name,Asset_Class,Listing_Status,Management_Type,Name,Dollar_Value,Weighting_Percentage,Currency,Security_Identifier,Super_Fund,Weighting_Percentage_Clean
Sustainable Growth,Cash,,,Standard Chartered Bank/Australia,1339419.82,0.00055831,AUD,,Hesta,0.028366658895881365
Sustainable Growth,Cash,,,Sumitomo Mitsui Banking Corp/Sydney,11037943.47,0.00460093,AUD,,Hesta,0.2337650769760232
Sustainable Growth,Cash,,,Teachers Mutual Bank Ltd,3092194.503,0.00128892,AUD,,Hesta,0.06548747853105563
Sustainable Growth,Cash,,,Telstra Group Ltd,2119522.735,0.00088348,AUD,,Hesta,0.04488792650971116
Sustainable Growth,Cash,,,Toronto-Dominion Bank/The,21705.57005,9.05e-06,AUD,,Hesta,0.0004596874650914219
Sustainable Growth,Cash,,,UBS AG/Australia,4853675.454,0.00202315,AUD,,Hesta,0.10279268227860786
Sustainable Growth,Cash,,,UBS Group AG,127984.0637,5.335e-05,AUD,,Hesta,0.0027104872011574775
Sustainable Growth,Cash,,,United Overseas Bank Ltd/Sydney,1624885.098,0.0006773,AUD,,Hesta,0.03441233333397049
Sustainable Growth,Cash,,,Westpac Banking Corp,11747811.63,0.00489683,AUD,,Hesta,0.24879889061315974
Sustainable Growth,Cash,,,Barclays Bank PLC,55575.9901,2.317e-05,CAD,,Hesta,0.0011770059920179318
Sustainable Growth,Cash,,,Citigroup Inc,-5574.328531,-2.32e-06,CAD,,Hesta,-0.00011805490231767398
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,7438.047811,3.1e-06,CAD,,Hesta,0.00015752534190952472
Sustainable Growth,Cash,,,JPMorgan Chase & Co,-964507.9389,-0.00040203,CAD,,Hesta,-0.02042665585249133
Sustainable Growth,Cash,,,Merrill Lynch,-472.188527,-2e-07,CAD,,Hesta,-1.0000158785135545e-05
Sustainable Growth,Cash,,,Barclays Bank PLC,2137.181996,8.9e-07,CHF,,Hesta,4.5261919954977884e-05
Sustainable Growth,Cash,,,Citigroup Inc,4265.613944,1.78e-06,CHF,,Hesta,9.033852861081539e-05
Sustainable Growth,Cash,,,JPMorgan Chase & Co,616603.0368,0.00025702,CHF,,Hesta,0.013058615198833019
Sustainable Growth,Cash,,,JPMorgan Chase & Co,7.685501,0.0,CZK,,Hesta,1.6276598423857513e-07
Sustainable Growth,Cash,,,JPMorgan Chase & Co,223449.3991,9.314e-05,DKK,,Hesta,0.0047322824331204535
Sustainable Growth,Cash,,,Barclays Bank PLC,703146.7931,0.00029309,EUR,,Hesta,0.014891466391471323
Sustainable Growth,Cash,,,Citigroup Inc,-288.125228,-1.2e-07,EUR,,Hesta,-6.102007705077894e-06
Sustainable Growth,Cash,,,Credit Suisse Group AG,0.001136,0.0,EUR,,Hesta,2.4058569258532573e-11
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,-57168.0538,-2.383e-05,EUR,,Hesta,-0.0012107232233475496
Sustainable Growth,Cash,,,JPMorgan Chase & Co,1435392.688,0.00059831,EUR,,Hesta,0.030399202814647214
Sustainable Growth,Cash,,,Macquarie Group Ltd,-36.797463,-2e-08,EUR,,Hesta,-7.793083733484066e-07
Sustainable Growth,Cash,,,Merrill Lynch,-633.919398,-2.6e-07,EUR,,Hesta,-1.342534660309003e-05
Sustainable Growth,Cash,,,Barclays Bank PLC,52802.52947,2.201e-05,GBP,,Hesta,0.001118268760809597
Sustainable Growth,Cash,,,Citigroup Inc,-20810.89643,-8.67e-06,GBP,,Hesta,-0.00044073978265255566
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,7284.992143,3.04e-06,GBP,,Hesta,0.00015428388029949922
Sustainable Growth,Cash,,,JPMorgan Chase & Co,866564.243,0.00036121,GBP,,Hesta,0.01835237311371774
Sustainable Growth,Cash,,,Merrill Lynch,139.617816,6e-08,GBP,,Hesta,2.9568705070079726e-06
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,0.002557,0.0,HKD,,Hesta,5.415295914970755e-11
Sustainable Growth,Cash,,,JPMorgan Chase & Co,39753.24658,1.657e-05,HKD,,Hesta,0.0008419068979722298
Sustainable Growth,Cash,,,JPMorgan Chase & Co,2174.56785,9.1e-07,ILS,,Hesta,4.605368946003809e-05
Sustainable Growth,Cash,,,Barclays Bank PLC,109544.563,4.566e-05,JPY,,Hesta,0.0023199695914006904
Sustainable Growth,Cash,,,Citigroup Inc,230.196161,1e-07,JPY,,Hesta,4.8751675021714916e-06
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,43852.09641,1.828e-05,JPY,,Hesta,0.0009287136431442187
Sustainable Growth,Cash,,,JPMorgan Chase & Co,976228.8894,0.00040692,JPY,,Hesta,0.02067488586955126
Sustainable Growth,Cash,,,Merrill Lynch,4928.377872,2.05e-06,JPY,,Hesta,0.0001043747538430734
Sustainable Growth,Cash,,,JPMorgan Chase & Co,20131.80114,8.39e-06,KRW,,Hesta,0.00042635768664233716
Sustainable Growth,Cash,,,JPMorgan Chase & Co,12.28358,1e-08,MXN,,Hesta,2.601455635323288e-07
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,-0.000284,0.0,NOK,,Hesta,-6.014642314633143e-12
Sustainable Growth,Cash,,,JPMorgan Chase & Co,12015.40788,5.01e-06,NOK,,Hesta,0.0002544661290937483
Sustainable Growth,Cash,,,Barclays Bank PLC,-4734.824408,-1.97e-06,NZD,,Hesta,-0.00010027561703068529
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,2.874737,0.0,NZD,,Hesta,6.08820943790195e-08
Sustainable Growth,Cash,,,JPMorgan Chase & Co,42103.31362,1.755e-05,NZD,,Hesta,0.0008916773650884576
Sustainable Growth,Cash,,,JPMorgan Chase & Co,0.005059,0.0,PLN,,Hesta,1.0714111080890517e-10
Sustainable Growth,Cash,,,JPMorgan Chase & Co,5751.961445,2.4e-06,RON,,Hesta,0.00012181686865927957
Sustainable Growth,Cash,,,JPMorgan Chase & Co,0.01983,0.0,RUB,,Hesta,4.1996604612385644e-10
Sustainable Growth,Cash,,,Barclays Bank PLC,-1738.047627,-7.2e-07,SEK,,Hesta,-3.680892535986592e-05
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,0.000568,0.0,SEK,,Hesta,1.2029284629266287e-11
Sustainable Growth,Cash,,,JPMorgan Chase & Co,8902.925491,3.71e-06,SEK,,Hesta,0.00018854898726124877
Sustainable Growth,Cash,,,Barclays Bank PLC,46942.62652,1.957e-05,SGD,,Hesta,0.000994165872631028
Sustainable Growth,Cash,,,Credit Suisse Group AG,0.000284,0.0,SGD,,Hesta,6.014642314633143e-12
Sustainable Growth,Cash,,,JPMorgan Chase & Co,6658.787199,2.78e-06,SGD,,Hesta,0.0001410219128564891
Sustainable Growth,Cash,,,JPMorgan Chase & Co,22219.53277,9.26e-06,TWD,,Hesta,0.00047057233102049215
Sustainable Growth,Cash,,,Barclays Bank PLC,69093.33729,2.88e-05,USD,,Hesta,0.0014632806694494858
Sustainable Growth,Cash,,,BNP Paribas SA,-994724.4808,-0.00041463,USD,,Hesta,-0.021066591385990013
Sustainable Growth,Cash,,,Citigroup Inc,67259.68222,2.804e-05,USD,,Hesta,0.0014244469392577128
Sustainable Growth,Cash,,,Goldman Sachs Group Inc/The,454620.7188,0.0001895,USD,,Hesta,0.009628102156350054
Sustainable Growth,Cash,,,HSBC Holdings PLC,9970.738233,4.16e-06,USD,,Hesta,0.00021116346508567708
Sustainable Growth,Cash,,,JPMorgan Chase & Co,15780322.39,0.00657769,USD,,Hesta,0.33420068586424934
Sustainable Growth,Cash,,,Macquarie Group Ltd,-30.950975,-1e-08,USD,,Hesta,-6.55489591247016e-07
Sustainable Growth,Cash,,,Merrill Lynch,-32291.31662,-1.346e-05,USD,,Hesta,-0.0006838757723164384
Sustainable Growth,Cash,,,SSB Bank,204071.0196,8.506e-05,USD,,Hesta,0.004321880949565104
Sustainable Growth,Cash,,,Westpac Banking Corp,-876922.0299,-0.00036553,USD,,Hesta,-0.018571733618558205
Sustainable Growth,Cash,,,JPMorgan Chase & Co,1207.233728,5e-07,ZAR,,Hesta,2.5567179803102526e-05
Sustainable Growth,Cash Total,,,,187736724.2,0.07825409,,,Hesta,3.9759480471265207
Sustainable Growth,Fixed Income,,Externally Managed,BlackRock Investment Management (Australia) Limited,119941512.4,0.04999509,,,Hesta,2.5401594921201966
Sustainable Growth,Fixed Income,,Externally Managed,JPMorgan Asset Management (Australia) Limited,42842779.69,0.01785811,,,Hesta,0.9073380126759838
Sustainable Growth,Fixed Income,,Externally Managed,PIMCO Australia Pty Ltd,207232910.2,0.08638066,,,Hesta,4.38884447420243
Sustainable Growth,Fixed Income,,Externally Managed,Wellington Management Australia Pty Ltd,11652273.54,0.004857,,,Hesta,0.24677555456114128
Sustainable Growth,Fixed Income Total,,,,381669475.8,0.15909086,,,Hesta,8.083117532924403
Sustainable Growth,Equity,Listed,,3I,2040123.497,0.00085038,,GB00B1YW4409,Hesta,0.04320638419765332
Sustainable Growth,Equity,Listed,,A2 Milk /The,705414.2548,0.00029404,,NZATME0002S8,Hesta,0.014939487416427765
Sustainable Growth,Equity,Listed,,Abb,2755844.853,0.00114872,,CH0012221716,Hesta,0.05836415868104843
Sustainable Growth,Equity,Listed,,Abbott Laboratories,2769713.519,0.0011545,,US0028241000,Hesta,0.0586578736999608
Sustainable Growth,Equity,Listed,,Abbvie,926682.3203,0.00038627,,US00287Y1091,Hesta,0.019625572872883114
Sustainable Growth,Equity,Listed,,Accent,86304.59532,3.597e-05,,AU000000AX19,Hesta,0.001827786165348456
Sustainable Growth,Equity,Listed,,Accenture,8913641.174,0.00371546,,IE00B4BNMY34,Hesta,0.18877592740350935
Sustainable Growth,Equity,Listed,,Acs Actividades De Construccion Y Servicios Sa,625604.3779,0.00026077,,ES0167050915,Hesta,0.013249248463158744
Sustainable Growth,Equity,Listed,,Adidas Ag,971526.1627,0.00040496,,DE000A1EWWW0,Hesta,0.02057529002798797
Sustainable Growth,Equity,Listed,,Adobe,1594601.869,0.00066468,,US00724F1012,Hesta,0.033770985479860904
Sustainable Growth,Equity,Listed,,Adriatic Metals,302508.8016,0.00012609,,AU0000004772,Hesta,0.0064066276008884595
Sustainable Growth,Equity,Listed,,Advanced Drainage Systems,1237255.748,0.00051572,,US00790R1041,Hesta,0.02620299568994324
Sustainable Growth,Equity,Listed,,Advanced Micro Devices,1237126.973,0.00051567,,US0079031078,Hesta,0.0262002684520416
Sustainable Growth,Equity,Listed,,Adyen Nv,12890752.04,0.00537324,,NL0012969182,Hesta,0.273004446081787
Sustainable Growth,Equity,Listed,,Aecom,1007593.765,0.00041999,,US00766T1007,Hesta,0.021339141179329307
Sustainable Growth,Equity,Listed,,Agco,1862724.207,0.00077644,,US0010841023,Hesta,0.03944936561941431
Sustainable Growth,Equity,Listed,,Agilent Technologies,6164170.72,0.0025694,,US00846U1016,Hesta,0.13054676777160085
Sustainable Growth,Equity,Listed,,Agnico Eagle Mines,332158.7546,0.00013845,,CA0084741085,Hesta,0.007034563734482416
Sustainable Growth,Equity,Listed,,Airbnb,1870232.724,0.00077957,,US0090661010,Hesta,0.03960838338021834
Sustainable Growth,Equity,Listed,,Air Liquide Sa,2977871.199,0.00124126,,FR0000120073,Hesta,0.063066303243073
Sustainable Growth,Equity,Listed,,Aisin,78884.25245,3.288e-05,,JP3102000001,Hesta,0.0016706357843097649
Sustainable Growth,Equity,Listed,,Akamai Technologies,543392.6184,0.0002265,,US00971T1016,Hesta,0.011508141676365987
Sustainable Growth,Equity,Listed,,Alamos Gold,503631.1404,0.00020993,,CA0115321089,Hesta,0.010666060450763327
Sustainable Growth,Equity,Listed,,Align Technology,813858.3122,0.00033924,,US0162551016,Hesta,0.017236150150260674
Sustainable Growth,Equity,Listed,,Allegion,1749512.231,0.00072925,,IE00BFRT3W74,Hesta,0.03705172638922829
Sustainable Growth,Equity,Listed,,Alphabet,4113505.976,0.00171463,,US02079K1079,Hesta,0.08711713769276727
Sustainable Growth,Equity,Listed,,Alphabet,13752252.0,0.00573234,,US02079K3059,Hesta,0.2912495661996418
Sustainable Growth,Equity,Listed,,Alpha Hpa,357238.9939,0.00014891,,AU0000033060,Hesta,0.007565721018126448
Sustainable Growth,Equity,Listed,,Als,5231494.526,0.00218064,,AU000000ALQ6,Hesta,0.11079425473539174
Sustainable Growth,Equity,Listed,,Alstom Sa,34250.07939,1.428e-05,,FR0010220475,Hesta,0.0007253590731642201
Sustainable Growth,Equity,Listed,,Amazon,15954637.14,0.00665035,,US0231351067,Hesta,0.33789237907345604
Sustainable Growth,Equity,Listed,,Amcor,2118402.762,0.00088301,,AU000000AMC4,Hesta,0.04486420736535537
Sustainable Growth,Equity,Listed,,American Water Works,3328591.941,0.00138745,,US0304201033,Hesta,0.07049397864959671
Sustainable Growth,Equity,Listed,,Ametek,41074.0281,1.712e-05,,US0311001004,Hesta,0.0008698788290235591
Sustainable Growth,Equity,Listed,,Amgen,34124.81634,1.422e-05,,US0311621009,Hesta,0.0007227062124565087
Sustainable Growth,Equity,Listed,,Amotiv,33757.31844,1.407e-05,,AU0000340770,Hesta,0.0007149232250625693
Sustainable Growth,Equity,Listed,,Amp,408412.9363,0.00017024,,AU000000AMP6,Hesta,0.008649499044061796
Sustainable Growth,Equity,Listed,,Amrize,124148.1048,5.175e-05,,CH1430134226,Hesta,0.0026292480437027817
Sustainable Growth,Equity,Listed,,Analog Devices,4762754.16,0.00198525,,US0326541051,Hesta,0.10086712220046137
Sustainable Growth,Equity,Listed,,Anta Sports Products,3642755.099,0.00151841,,KYG040111059,Hesta,0.07714742591651776
Sustainable Growth,Equity,Listed,,Anz,23850667.34,0.00994165,,AU000000ANZ3,Hesta,0.5051170176598687
Sustainable Growth,Equity,Listed,,Ap Moller - Maersk A/S,379536.3875,0.0001582,,DK0010244508,Hesta,0.008037942310565146
Sustainable Growth,Equity,Listed,,Ap Moller - Maersk A/S,394260.7339,0.00016434,,DK0010244425,Hesta,0.00834977920110302
Sustainable Growth,Equity,Listed,,Apple,16435336.09,0.00685072,,US0378331005,Hesta,0.348072774303279
Sustainable Growth,Equity,Listed,,Applied Materials,1430060.738,0.00059609,,US0382221051,Hesta,0.030286281081937674
Sustainable Growth,Equity,Listed,,Applovin,242864.2666,0.00010123,,US03831W1080,Hesta,0.005143456671143326
Sustainable Growth,Equity,Listed,,Arb,957985.1464,0.00039932,,AU000000ARB5,Hesta,0.02028851407861784
Sustainable Growth,Equity,Listed,,Arista Networks,891493.0694,0.0003716,,US0404132054,Hesta,0.018880323726814866
Sustainable Growth,Equity,Listed,,Asahi Kasei,182898.5481,7.624e-05,,JP3111200006,Hesta,0.0038734836150958636
Sustainable Growth,Equity,Listed,,Asml Nv,10520242.39,0.00438514,,NL0010273215,Hesta,0.22280103887003982
Sustainable Growth,Equity,Listed,,Assa Abloy Ab,5973755.759,0.00249003,,SE0007100581,Hesta,0.1265140991738198
Sustainable Growth,Equity,Listed,,Astellas Pharma,74195.48905,3.093e-05,,JP3942400007,Hesta,0.001571335661954331
Sustainable Growth,Equity,Listed,,Astrazeneca,1718777.729,0.00071644,,GB0009895292,Hesta,0.03640082133201569
Sustainable Growth,Equity,Listed,,Asx,3091897.184,0.00128879,,AU000000ASX7,Hesta,0.06548118181472344
Sustainable Growth,Equity,Listed,,Atlassian,658596.9524,0.00027452,,US0494681010,Hesta,0.013947975697864328
Sustainable Growth,Equity,Listed,,At&T,2258911.345,0.00094158,,US00206R1023,Hesta,0.047839942819161506
Sustainable Growth,Equity,Listed,,Aub,943579.3492,0.00039331,,AU000000AUB9,Hesta,0.019983423524339166
Sustainable Growth,Equity,Listed,,Auckland Airport,795331.1776,0.00033152,,NZAIAE0002S6,Hesta,0.016843776601901294
Sustainable Growth,Equity,Listed,,Audinate,65118.61908,2.714e-05,,AU000000AD88,Hesta,0.0013791028232008633
Sustainable Growth,Equity,Listed,,Aussie Broadband,356307.8529,0.00014852,,AU0000106643,Hesta,0.007546001017916976
Sustainable Growth,Equity,Listed,,Australian Clinical Labs,78890.22177,3.288e-05,,AU0000148496,Hesta,0.001670762204467024
Sustainable Growth,Equity,Listed,,Australian Ethical Investment,315202.0375,0.00013139,,AU000000AEF4,Hesta,0.006675448987345361
Sustainable Growth,Equity,Listed,,Australian Finance,123978.1981,5.168e-05,,AU000000AFG9,Hesta,0.002625649705578276
Sustainable Growth,Equity,Listed,,Autodesk,629869.1799,0.00026255,,US0527691069,Hesta,0.013339569796161322
Sustainable Growth,Equity,Listed,,Automatic Data Processing,1456003.362,0.0006069,,US0530151036,Hesta,0.030835702223004642
Sustainable Growth,Equity,Listed,,Aviva,1700138.178,0.00070867,,GB00BPQY8M80,Hesta,0.03600606699338766
Sustainable Growth,Equity,Listed,,Axon Enterprise,847106.0889,0.0003531,,US05464C1018,Hesta,0.01794028213831452
Sustainable Growth,Equity,Listed,,Ball,2521323.714,0.00105096,,US0584981064,Hesta,0.05339739541940984
Sustainable Growth,Equity,Listed,,Banco Bilbao Vizcaya Argentaria Sa,558142.5194,0.00023265,,ES0113211835,Hesta,0.01182051977034926
Sustainable Growth,Equity,Listed,,Banco Santander Sa,601419.4028,0.00025069,,ES0113900J37,Hesta,0.01273705136944463
Sustainable Growth,Equity,Listed,,Bandai Namco,175013.4297,7.295e-05,,JP3778630008,Hesta,0.0037064900700799043
Sustainable Growth,Equity,Listed,,Bank Hapoalim Bm,43220.55659,1.802e-05,,IL0006625771,Hesta,0.0009153386920007407
Sustainable Growth,Equity,Listed,,Bank Leumi Le-Israel Bm,234760.5538,9.785e-05,,IL0006046119,Hesta,0.004971833664409122
Sustainable Growth,Equity,Listed,,Bank Of America,3097209.667,0.00129101,,US0605051046,Hesta,0.06559369126911628
Sustainable Growth,Equity,Listed,,Bank Of Montreal,128734.3754,5.366e-05,,CA0636711016,Hesta,0.0027263775409461545
Sustainable Growth,Equity,Listed,,Bank Of New York Mellon /The,1769360.348,0.00073752,,US0640581007,Hesta,0.03747207612293952
Sustainable Growth,Equity,Listed,,Bank Of Nova Scotia/The,244092.8681,0.00010174,,CA0641491075,Hesta,0.005169476384416995
Sustainable Growth,Equity,Listed,,Bank Of Queensland,320252.9295,0.00013349,,AU000000BOQ8,Hesta,0.006782418384351848
Sustainable Growth,Equity,Listed,,Bapcor,692784.7417,0.00028877,,AU000000BAP9,Hesta,0.014672015571693705
Sustainable Growth,Equity,Listed,,Barclays,675590.9163,0.00028161,,GB0031348658,Hesta,0.014307879269576614
Sustainable Growth,Equity,Listed,,Becton Dickinson &,4238876.407,0.00176689,,US0758871091,Hesta,0.08977227254944471
Sustainable Growth,Equity,Listed,,Bega Cheese,220901.0595,9.208e-05,,AU000000BGA8,Hesta,0.004678312886676033
Sustainable Growth,Equity,Listed,,Bellevue Gold,160975.064,6.71e-05,,AU0000019374,Hesta,0.0034091810969548537
Sustainable Growth,Equity,Listed,,Bendigo & Adelaide Bank,881884.5797,0.00036759,,AU000000BEN6,Hesta,0.018676832076359454
Sustainable Growth,Equity,Listed,,Biomarin Pharmaceutical,624810.1121,0.00026044,,US09061G1013,Hesta,0.013232427249462456
Sustainable Growth,Equity,Listed,,Bkw Ag,1577266.725,0.00065745,,CH0130293662,Hesta,0.03340385628749239
Sustainable Growth,Equity,Listed,,Block,1128171.628,0.00047025,,AU0000380420,Hesta,0.023892777506821693
Sustainable Growth,Equity,Listed,,Bluescope Steel,3051136.233,0.0012718,,AU000000BSL0,Hesta,0.0646179334320851
Sustainable Growth,Equity,Listed,,Bnp Paribas Sa,200426.1597,8.354e-05,,FR0000131104,Hesta,0.004244688947503661
Sustainable Growth,Equity,Listed,,Boc Hong Kong,401977.6576,0.00016756,,HK2388011192,Hesta,0.008513210665274905
Sustainable Growth,Equity,Listed,,Boliden Ab,502316.5002,0.00020938,,SE0020050417,Hesta,0.010638218582539957
Sustainable Growth,Equity,Listed,,Booking,4305984.626,0.00179486,,US09857L1089,Hesta,0.09119351175246257
Sustainable Growth,Equity,Listed,,Booz Allen Hamilton,540338.606,0.00022523,,US0995021062,Hesta,0.011443462830554528
Sustainable Growth,Equity,Listed,,Bouygues Sa,405786.9327,0.00016914,,FR0000120503,Hesta,0.008593884704727505
Sustainable Growth,Equity,Listed,,Bper Banca Spa,129623.4066,5.403e-05,,IT0000066123,Hesta,0.002745205726419919
Sustainable Growth,Equity,Listed,,Brainchip,42671.53337,1.779e-05,,AU000000BRN8,Hesta,0.0009037113036531063
Sustainable Growth,Equity,Listed,,Brambles,13087674.95,0.00545532,,AU000000BXB1,Hesta,0.27717494209307814
Sustainable Growth,Equity,Listed,,Breville,2548378.772,0.00106224,,AU000000BRG2,Hesta,0.05397037604149312
Sustainable Growth,Equity,Listed,,Bristol-Myers Squibb,862691.86,0.00035959,,US1101221083,Hesta,0.01827036255509004
Sustainable Growth,Equity,Listed,,Broadcom,6089496.502,0.00253828,,US11135F1012,Hesta,0.1289652934357032
Sustainable Growth,Equity,Listed,,Cadence Design Systems,308468.4011,0.00012858,,US1273871087,Hesta,0.006532841894307355
Sustainable Growth,Equity,Listed,,Caixabank Sa,91136.75723,3.799e-05,,ES0140609019,Hesta,0.0019301232269507253
Sustainable Growth,Equity,Listed,,Canadian Pacific Kansas City,2641344.423,0.00110099,,CA13646K1084,Hesta,0.05593923216231008
Sustainable Growth,Equity,Listed,,Canadian Tire,442813.5097,0.00018458,,CA1366812024,Hesta,0.009378045327228288
Sustainable Growth,Equity,Listed,,Capricorn Metals,217938.7868,9.084e-05,,AU000000CMM9,Hesta,0.00461557693340525
Sustainable Growth,Equity,Listed,,Capstone Copper,1399493.932,0.00058335,,AU0000318552,Hesta,0.029638927543941967
Sustainable Growth,Equity,Listed,,Cardinal Health,1803172.88,0.00075161,,US14149Y1082,Hesta,0.03818816867833419
Sustainable Growth,Equity,Listed,,Car,3453678.735,0.00143959,,AU000000CAR3,Hesta,0.07314310655168896
Sustainable Growth,Equity,Listed,,Carnival,258283.9484,0.00010766,,PA1436583006,Hesta,0.005470019595905504
Sustainable Growth,Equity,Listed,,Carvana,159240.8358,6.638e-05,,US1468691027,Hesta,0.0033724530606346064
Sustainable Growth,Equity,Listed,,Catalyst Metals,19820.04178,8.26e-06,,AU000000CYL6,Hesta,0.0004197551477738901
Sustainable Growth,Equity,Listed,,Catapult Sports,173337.5883,7.225e-05,,AU000000CAT9,Hesta,0.0036709985679776016
Sustainable Growth,Equity,Listed,,Cdw /De,604507.376,0.00025198,,US12514G1085,Hesta,0.012802449447878337
Sustainable Growth,Equity,Listed,,Cencora,131930.7151,5.499e-05,,US03073E1055,Hesta,0.0027940706395784146
Sustainable Growth,Equity,Listed,,Centene,768666.0736,0.0003204,,US15135B1017,Hesta,0.01627905454963899
Sustainable Growth,Equity,Listed,,Cettire,8490.859299,3.54e-06,,AU0000122210,Hesta,0.0001798221184062032
Sustainable Growth,Equity,Listed,,Chalice Mining,90514.83158,3.773e-05,,AU000000CHN7,Hesta,0.0019169518877569024
Sustainable Growth,Equity,Listed,,Challenger,1652591.973,0.00068885,,AU000000CGF5,Hesta,0.03499911834376364
Sustainable Growth,Equity,Listed,,Champion Iron,1562959.858,0.00065149,,AU000000CIA2,Hesta,0.033100860908450026
Sustainable Growth,Equity,Listed,,Charles Schwab /The,11547898.24,0.0048135,,US8085131055,Hesta,0.24456506126542815
Sustainable Growth,Equity,Listed,,Check Point Software Technologies,524852.8027,0.00021877,,IL0010824113,Hesta,0.0111154995636381
Sustainable Growth,Equity,Listed,,Chorus,763181.3701,0.00031812,,NZCNUE0001S2,Hesta,0.016162897754729427
