Option_Name,Asset_Class,Listing_Status,Management_Type,Name,Dollar_Value,Weighting_Percentage,Currency,Security_Identifier,Super_Fund,Weighting_Percentage_Clean
International Shares,Cash,,,Royal Bank of Canada/Sydney,-21727.09966,-1.443e-05,AUD,,Hesta,-0.000722763048594321
International Shares,Cash,,,Standard Chartered Bank/Australia,-10696.73948,-7.1e-06,AUD,,Hesta,-0.00035583249294968405
International Shares,Cash,,,Sumitomo Mitsui Banking Corp/Sydney,-88284.6377,-5.862e-05,AUD,,Hesta,-0.002936833488437045
International Shares,Cash,,,Teachers Mutual Bank Ltd,-24804.67013,-1.647e-05,AUD,,Hesta,-0.000825139999497535
International Shares,Cash,,,Telstra Group Ltd,-17002.18477,-1.129e-05,AUD,,Hesta,-0.0005655863455973642
International Shares,Cash,,,UBS AG/Australia,-38934.74957,-2.585e-05,AUD,,Hesta,-0.0012951842968381556
International Shares,Cash,,,UBS Group AG,-1026.650322,-6.8e-07,AUD,,Hesta,-3.4152046438814065e-05
International Shares,Cash,,,United Overseas Bank Ltd/Sydney,-12986.65754,-8.62e-06,AUD,,Hesta,-0.0004320077848191186
International Shares,Cash,,,Westpac Banking Corp,-94018.09629,-6.243e-05,AUD,,Hesta,-0.003127559911859622
International Shares,Cash,,,JPMorgan Chase & Co,200874.0385,0.00013338,BRL,,Hesta,0.006682177314121686
International Shares,Cash,,,JPMorgan Chase & Co,505105.8595,0.00033538,CAD,,Hesta,0.016802603964079888
International Shares,Cash,,,JPMorgan Chase & Co,1227785.221,0.00081523,CHF,,Hesta,0.04084290141047809
International Shares,Cash,,,JPMorgan Chase & Co,-62.06851,-4e-08,CLP,,Hesta,-2.064740633187076e-06
International Shares,Cash,,,JPMorgan Chase & Co,2924.222819,1.94e-06,CNY,,Hesta,9.727576310245173e-05
International Shares,Cash,,,JPMorgan Chase & Co,35.277343,2e-08,COP,,Hesta,1.1735188024165177e-06
International Shares,Cash,,,JPMorgan Chase & Co,4951.144422,3.29e-06,CZK,,Hesta,0.00016470234373083773
International Shares,Cash,,,JPMorgan Chase & Co,117035.6474,7.771e-05,DKK,,Hesta,0.003893250485924913
International Shares,Cash,,,JPMorgan Chase & Co,3.461424,0.0,EGP,,Hesta,1.1514603430127356e-07
International Shares,Cash,,,JPMorgan Chase & Co,1246765.582,0.00082783,EUR,,Hesta,0.04147429279701628
International Shares,Cash,,,UBS Group AG,10923.50398,7.25e-06,EUR,,Hesta,0.0003633759296668591
International Shares,Cash,,,JPMorgan Chase & Co,462082.5743,0.00030682,GBP,,Hesta,0.015371412444811322
International Shares,Cash,,,UBS Group AG,6494.383,4.31e-06,GBP,,Hesta,0.00021603896190804933
International Shares,Cash,,,JPMorgan Chase & Co,321585.1887,0.00021353,HKD,,Hesta,0.010697695274786253
International Shares,Cash,,,JPMorgan Chase & Co,16800.49129,1.116e-05,HUF,,Hesta,0.0005588769091439211
International Shares,Cash,,,JPMorgan Chase & Co,305.175146,2e-07,IDR,,Hesta,1.0151806837074037e-05
International Shares,Cash,,,JPMorgan Chase & Co,35444.75907,2.353e-05,ILS,,Hesta,0.0011790879833486442
International Shares,Cash,,,JPMorgan Chase & Co,21784.70809,1.446e-05,INR,,Hesta,0.0007246794223921633
International Shares,Cash,,,JPMorgan Chase & Co,413474.9619,0.00027454,JPY,,Hesta,0.013754455433848952
International Shares,Cash,,,UBS Group AG,3351.973795,2.23e-06,JPY,,Hesta,0.00011150511742451663
International Shares,Cash,,,JPMorgan Chase & Co,302953.9882,0.00020116,KRW,,Hesta,0.01007791889031359
International Shares,Cash,,,JPMorgan Chase & Co,1.740369,0.0,KWD,,Hesta,5.789426217963276e-08
International Shares,Cash,,,JPMorgan Chase & Co,7426.203868,4.93e-06,MXN,,Hesta,0.00024703645820707847
International Shares,Cash,,,JPMorgan Chase & Co,1019.631146,6.8e-07,MYR,,Hesta,3.3918549970174954e-05
International Shares,Cash,,,JPMorgan Chase & Co,-139402.15,-9.256e-05,NOK,,Hesta,-0.004637283599342722
International Shares,Cash,,,JPMorgan Chase & Co,22245.0539,1.477e-05,NZD,,Hesta,0.0007399930604869785
International Shares,Cash,,,JPMorgan Chase & Co,142.649095,9e-08,PHP,,Hesta,4.7452948803485585e-06
International Shares,Cash,,,JPMorgan Chase & Co,-22183.90178,-1.473e-05,PLN,,Hesta,-0.0007379588040343983
International Shares,Cash,,,JPMorgan Chase & Co,611.019184,4.1e-07,QAR,,Hesta,2.0325864707588606e-05
International Shares,Cash,,,JPMorgan Chase & Co,69498.97635,4.615e-05,SEK,,Hesta,0.0023119188850312757
International Shares,Cash,,,JPMorgan Chase & Co,115343.0211,7.659e-05,SGD,,Hesta,0.0038369444090042473
International Shares,Cash,,,JPMorgan Chase & Co,2900.890325,1.93e-06,TRY,,Hesta,9.649959579256472e-05
International Shares,Cash,,,JPMorgan Chase & Co,155412.347,0.00010319,TWD,,Hesta,0.0051698709659675985
International Shares,Cash,,,JPMorgan Chase & Co,4522515.362,0.00300289,USD,,Hesta,0.1504437794967876
International Shares,Cash,,,Morgan Stanley,1387.961578,9.2e-07,USD,,Hesta,4.617124959821096e-05
International Shares,Cash,,,UBS Group AG,44646.4089,2.964e-05,USD,,Hesta,0.0014851855567616348
International Shares,Cash,,,JPMorgan Chase & Co,-144976.653,-9.626e-05,ZAR,,Hesta,-0.004822722284014276
International Shares,Cash Total,,,,16694652.36,0.01108501,,,Hesta,0.5553561231713877
International Shares,Equity,Listed,,360 Security Technology,943.899618,6.3e-07,,CNE100002RZ2,Hesta,3.139930207659825e-05
International Shares,Equity,Listed,,37 Interactive Entertainment Network Technology,513.581055,3.4e-07,,CNE1000010N2,Hesta,1.7084535663794514e-05
International Shares,Equity,Listed,,3I,359845.6921,0.00023893,,GB00B1YW4409,Hesta,0.011970450428988798
International Shares,Equity,Listed,,3M,1692433.525,0.00112375,,US88579Y1010,Hesta,0.05629966416199671
International Shares,Equity,Listed,,Aac Technologies,7003.189419,4.65e-06,,KYG2953R1149,Hesta,0.00023296466687077052
International Shares,Equity,Listed,,Abb India,5960.904233,3.96e-06,,INE117A01022,Hesta,0.00019829251870895467
International Shares,Equity,Listed,,Abb,1034555.22,0.00068693,,CH0012221716,Hesta,0.03441500690140289
International Shares,Equity,Listed,,Abbott Laboratories,3485986.199,0.00231465,,US0028241000,Hesta,0.11596310837499832
International Shares,Equity,Listed,,Abbvie,5027783.755,0.00333838,,US00287Y1091,Hesta,0.167251790220619
International Shares,Equity,Listed,,Abiomed,4272.400939,2.84e-06,,US003CVR0169,Hesta,0.00014212359568515368
International Shares,Equity,Listed,,Abn Amro Bank Nv,946451.487,0.00062843,,NL0011540547,Hesta,0.03148419130005262
International Shares,Equity,Listed,,Absa,13391.00069,8.89e-06,,ZAE000255915,Hesta,0.0004454584658739056
International Shares,Equity,Listed,,Abu Dhabi Commercial Bank Pjsc,17162.67153,1.14e-05,,AEA000201011,Hesta,0.000570925019499163
International Shares,Equity,Listed,,Abu Dhabi Islamic Bank Pjsc,13503.07261,8.97e-06,,AEA000801018,Hesta,0.00044918659543692055
International Shares,Equity,Listed,,Abu Dhabi National Oil For Distribution Pjsc,4957.942587,3.29e-06,,AEA006101017,Hesta,0.0001649284881558708
International Shares,Equity,Listed,,Accenture,7058088.956,0.00468647,,IE00B4BNMY34,Hesta,0.23479092796173368
International Shares,Equity,Listed,,Acciona Sa,163996.2103,0.00010889,,ES0125220311,Hesta,0.005455417555457717
International Shares,Equity,Listed,,Accor Sa,38291.01488,2.542e-05,,FR0000120404,Hesta,0.0012737701341422076
International Shares,Equity,Listed,,Accton Technology,20457.32032,1.358e-05,,TW0002345006,Hesta,0.0006805231914029776
International Shares,Equity,Listed,,Acer,4755.065675,3.16e-06,,TW0002353000,Hesta,0.00015817968423352888
International Shares,Equity,Listed,,Acs Actividades De Construccion Y Servicios Sa,159675.3146,0.00010602,,ES0167050915,Hesta,0.005311680756820964
International Shares,Equity,Listed,,Acuity,372646.8873,0.00024743,,US00508Y1029,Hesta,0.01239628871450265
International Shares,Equity,Listed,,Addtech Ab,21846.67531,1.451e-05,,SE0014781795,Hesta,0.0007267407935618537
International Shares,Equity,Listed,,Adidas Ag,407216.5468,0.00027039,,DE000A1EWWW0,Hesta,0.013546266064451789
International Shares,Equity,Listed,,Admiral,285444.9472,0.00018953,,GB00B02J6398,Hesta,0.009495471713784967
International Shares,Equity,Listed,,Adnoc Drilling Pjsc,7735.792473,5.14e-06,,AEA007301012,Hesta,0.00025733508100816077
International Shares,Equity,Listed,,Adnoc Gas,8446.357113,5.61e-06,,AEE01195A234,Hesta,0.00028097237606670083
International Shares,Equity,Listed,,Adobe,3421698.294,0.00227196,,US00724F1012,Hesta,0.11382453843549163
International Shares,Equity,Listed,,Advanced Drainage Systems,263422.3769,0.00017491,,US00790R1041,Hesta,0.00876287968369388
International Shares,Equity,Listed,,Advanced Info Service Pcl,209484.2304,0.00013909,,TH0268010R11,Hesta,0.006968599737915463
International Shares,Equity,Listed,,Advanced Micro Devices,4366948.804,0.00289959,,US0079031078,Hesta,0.14526877862327453
International Shares,Equity,Listed,,Advanced Micro-Fabrication Equipment China,1495.380909,9.9e-07,,CNE100003MM9,Hesta,4.9744608415838e-05
International Shares,Equity,Listed,,Advantech,8666.729991,5.75e-06,,TW0002395001,Hesta,0.0002883031922190296
International Shares,Equity,Listed,,Advantest,426362.8764,0.0002831,,JP3122400009,Hesta,0.014183178481094502
International Shares,Equity,Listed,,Adyen Nv,3488908.03,0.00231659,,NL0012969182,Hesta,0.11606030457302217
International Shares,Equity,Listed,,Aecc Aviation Power,1364.941758,9.1e-07,,CNE000000JW1,Hesta,4.5405483548362934e-05
International Shares,Equity,Listed,,Aecom,944289.5657,0.00062699,,US00766T1007,Hesta,0.0314122738856687
International Shares,Equity,Listed,,Aegon,521109.0418,0.00034601,,BMG0112X1056,Hesta,0.017334957983132546
International Shares,Equity,Listed,,Aena Sme Sa,358466.8019,0.00023802,,ES0105046017,Hesta,0.011924580943405153
International Shares,Equity,Listed,,Aeon,157327.0,0.00010446,,JP3388200002,Hesta,0.005233562874272688
International Shares,Equity,Listed,,Aercap Nv,184449.1319,0.00012247,,NL0000687663,Hesta,0.0061357944211970356
International Shares,Equity,Listed,,Aeroports De Paris Sa,210660.0244,0.00013988,,FR0010340141,Hesta,0.0070077131248496355
International Shares,Equity,Listed,,Aflac,1323674.857,0.0008789,,US0010551028,Hesta,0.044032719045067975
International Shares,Equity,Listed,,Agc,31145.59042,2.068e-05,,JP3112000009,Hesta,0.0010360739461085199
International Shares,Equity,Listed,,Ageas Sa/Nv,252617.7424,0.00016773,,BE0974264930,Hesta,0.008403458007889436
International Shares,Equity,Listed,,Agilent Technologies,512022.9673,0.00033998,,US00846U1016,Hesta,0.01703270508200257
International Shares,Equity,Listed,,Agnico Eagle Mines,591984.9593,0.00039307,,CA0084741085,Hesta,0.01969268151760542
International Shares,Equity,Listed,,Agricultural Bank Of China,385007.0244,0.00025564,,CNE100000Q43,Hesta,0.012807454977429423
International Shares,Equity,Listed,,Agricultural Bank Of China,6651.154733,4.42e-06,,CNE100000RJ0,Hesta,0.00022125405354244263
International Shares,Equity,Listed,,Aia,1348344.051,0.00089528,,HK0000069689,Hesta,0.0448533523620233
International Shares,Equity,Listed,,Aib,234168.3984,0.00015548,,IE00BF0L3536,Hesta,0.007789731172615863
International Shares,Equity,Listed,,Aier Eye Hospital,1551.685922,1.03e-06,,CNE100000GR6,Hesta,5.161762338257759e-05
International Shares,Equity,Listed,,Airbnb,1147532.749,0.00076195,,US0090661010,Hesta,0.03817326200956275
International Shares,Equity,Listed,,Airbus Se,4821737.918,0.00320157,,NL0000235190,Hesta,0.16039757039235275
International Shares,Equity,Listed,,Air Canada,425278.0753,0.00028238,,CA0089118776,Hesta,0.01414709201937509
International Shares,Equity,Listed,,Air China,1775.758425,1.18e-06,,CNE000001NN0,Hesta,5.907150944692864e-05
International Shares,Equity,Listed,,Air Liquide Sa,579977.9676,0.0003851,,FR0000120073,Hesta,0.019293262816474525
International Shares,Equity,Listed,,Airports Of Thailand Pcl,7251.857241,4.82e-06,,TH0765010R16,Hesta,0.00024123672876253386
International Shares,Equity,Listed,,Air Products And Chemicals,454847.6358,0.00030201,,US0091581068,Hesta,0.015130738526594828
International Shares,Equity,Listed,,Airtac International,7261.577878,4.82e-06,,KYG014081064,Hesta,0.00024156009070878265
International Shares,Equity,Listed,,Aisin,259868.6913,0.00017255,,JP3102000001,Hesta,0.008644664520225453
International Shares,Equity,Listed,,Ajinomoto,131605.2097,8.738e-05,,JP3119600009,Hesta,0.004377914404690815
International Shares,Equity,Listed,,Akamai Technologies,110414.7574,7.331e-05,,US00971T1016,Hesta,0.0036730032041573635
International Shares,Equity,Listed,,Akbank Tas,8490.14853,5.64e-06,,TRAAKBNK91N6,Hesta,0.0002824291198819582
International Shares,Equity,Listed,,Aker Bp Asa,359429.3007,0.00023866,,NO0010345853,Hesta,0.011956598956754494
International Shares,Equity,Listed,,Akeso,11506.69238,7.64e-06,,KYG0146B1032,Hesta,0.00038277598915408315
International Shares,Equity,Listed,,Akzo Nobel Nv,180749.2433,0.00012001,,NL0013267909,Hesta,0.006012715740386337
International Shares,Equity,Listed,,Alamos Gold,61597.08102,4.09e-05,,CA0115321089,Hesta,0.0020490583077910265
International Shares,Equity,Listed,,Albertsons Cos,81713.30804,5.426e-05,,US0130911037,Hesta,0.0027182348566498564
International Shares,Equity,Listed,,Alchip Technologies,17346.68657,1.152e-05,,KYG022421088,Hesta,0.0005770463736319681
International Shares,Equity,Listed,,Alcon Ag,1798607.344,0.00119425,,CH0432492467,Hesta,0.059831590387871156
International Shares,Equity,Listed,,Aldar Properties Pjsc,14751.46598,9.79e-06,,AEA002001013,Hesta,0.0004907150374317478
International Shares,Equity,Listed,,Alfa Laval Ab,69110.66771,4.589e-05,,SE0000695876,Hesta,0.0022990016001274557
International Shares,Equity,Listed,,Alfa Sab De Cv,4208.699803,2.79e-06,,MXP000511016,Hesta,0.00014000454491561892
International Shares,Equity,Listed,,Alibaba,2272262.863,0.00150875,,KYG017191142,Hesta,0.07558798273904267
International Shares,Equity,Listed,,Alibaba,2272557.776,0.00150895,,US01609W1027,Hesta,0.07559779317036051
International Shares,Equity,Listed,,Alibaba Health Information Technology,6129.394373,4.07e-06,,BMG0171K1018,Hesta,0.00020389742912728723
International Shares,Equity,Listed,,Align Technology,197799.8937,0.00013134,,US0162551016,Hesta,0.006579914319877732
International Shares,Equity,Listed,,Alimentation Couche-Tard,262114.2683,0.00017404,,CA01626P1484,Hesta,0.008719364784124977
International Shares,Equity,Listed,,Alkem Laboratories,3705.646263,2.46e-06,,INE540L01014,Hesta,0.0001232702124061612
International Shares,Equity,Listed,,Allegion,182801.5047,0.00012138,,IE00BFRT3W74,Hesta,0.006080985262282407
International Shares,Equity,Listed,,Allegroeu Sa,9098.853302,6.04e-06,,LU2237380790,Hesta,0.00030267799449427404
International Shares,Equity,Listed,,Alliant Energy,132980.0726,8.83e-05,,US0188021085,Hesta,0.004423649920086487
International Shares,Equity,Listed,,Allianz Se,1957994.859,0.00130008,,DE0008404005,Hesta,0.06513369734425233
International Shares,Equity,Listed,,Allstate /The,611815.4393,0.00040624,,US0200021014,Hesta,0.020352352546144748
International Shares,Equity,Listed,,Ally Financial,2023511.472,0.00134358,,US02005N1000,Hesta,0.06731314088188346
International Shares,Equity,Listed,,Alnylam Pharmaceuticals,1585323.981,0.00105263,,US02043Q1076,Hesta,0.05273661056688159
International Shares,Equity,Listed,,Alpha Bank Sa,12435.35626,8.26e-06,,GRS830003000,Hesta,0.00041366846663757945
International Shares,Equity,Listed,,Alphabet,20029663.63,0.01329941,,US02079K3059,Hesta,0.6662969735527781
International Shares,Equity,Listed,,Alphabet,20956541.13,0.01391485,,US02079K1079,Hesta,0.6971300261947193
International Shares,Equity,Listed,,Al Rayan Bank,6903.32046,4.58e-06,,QA000A0M8VM3,Hesta,0.0002296424750275735
International Shares,Equity,Listed,,Alstom Sa,51506.07513,3.42e-05,,FR0010220475,Hesta,0.001713375851569456
International Shares,Equity,Listed,,Altagas,40911.05461,2.716e-05,,CA0213611001,Hesta,0.0013609270916895289
International Shares,Equity,Listed,,Alteogen,16900.78462,1.122e-05,,KR7196170005,Hesta,0.0005622132179048151
International Shares,Equity,Listed,,Aluminum Of China,5175.821329,3.44e-06,,CNE1000001T8,Hesta,0.0001721763356024276
International Shares,Equity,Listed,,Aluminum Of China,1399.466944,9.3e-07,,CNE1000000T0,Hesta,4.655398146465804e-05
International Shares,Equity,Listed,,Amadeus It Sa,246564.8642,0.00016372,,ES0109067019,Hesta,0.008202105928271733
International Shares,Equity,Listed,,Amazon,38061980.64,0.02527262,,US0231351067,Hesta,1.2661511933666172
International Shares,Equity,Listed,,Ambev Sa,17500.04666,1.162e-05,,BRABEVACNOR1,Hesta,0.0005821479752224078
International Shares,Equity,Listed,,Ambuja Cements,6368.675791,4.23e-06,,INE079A01024,Hesta,0.00021185724750396844
International Shares,Equity,Listed,,Amcor,159622.2293,0.00010599,,JE00BJ1F3079,Hesta,0.005309914847248865
International Shares,Equity,Listed,,Ameren,193982.8743,0.0001288,,US0236081024,Hesta,0.006452939223281354
International Shares,Equity,Listed,,America Movil Sab De Cv,458486.0912,0.00030443,,US02390A1016,Hesta,0.01525177360068343
International Shares,Equity,Listed,,America Movil Sab De Cv,26109.8579,1.734e-05,,MX01AM050019,Hesta,0.0008685577361671897
International Shares,Equity,Listed,,Americana Restaurants International - Foreign,3683.579952,2.45e-06,,AEE01135A222,Hesta,0.00012253616531938174
International Shares,Equity,Listed,,American Electric Power,2222289.558,0.00147557,,US0255371017,Hesta,0.07392559526738997
International Shares,Equity,Listed,,American Express,2232423.619,0.0014823,,US0258161092,Hesta,0.07426270997379901
International Shares,Equity,Listed,,American Financial /Oh,151766.7896,0.00010077,,US0259321042,Hesta,0.005048599640227769
International Shares,Equity,Listed,,American International,627835.4487,0.00041687,,US0268747849,Hesta,0.02088526632725886
International Shares,Equity,Listed,,American Water Works,1111684.49,0.00073814,,US0304201033,Hesta,0.03698075139530257
International Shares,Equity,Listed,,Ameriprise Financial,940072.6451,0.00062419,,US03076C1062,Hesta,0.03127199587174919
International Shares,Equity,Listed,,Ametek,787003.9262,0.00052256,,US0311001004,Hesta,0.026180086889517774
International Shares,Equity,Listed,,Amgen,1692629.043,0.00112388,,US0311621009,Hesta,0.05630616816795915
International Shares,Equity,Listed,,Amman Mineral Internasional Pt,5251.398622,3.49e-06,,ID1000191109,Hesta,0.00017469045279008656
International Shares,Equity,Listed,,Ammb Bhd,5354.481683,3.56e-06,,MYL1015OO006,Hesta,0.00017811956337514818
International Shares,Equity,Listed,,Amorepacific,4709.761897,3.13e-06,,KR7090430000,Hesta,0.00015667263095847062
International Shares,Equity,Listed,,Amphenol,2383675.382,0.00158273,,US0320951017,Hesta,0.0792941769915715
International Shares,Equity,Listed,,Amrize,127588.904,8.472e-05,,CH1430134226,Hesta,0.004244309947711086
International Shares,Equity,Listed,,Amundi Sa,28746.2734,1.909e-05,,FR0004125920,Hesta,0.0009562594420533824
International Shares,Equity,Listed,,Ana,9438.586027,6.27e-06,,JP3429800000,Hesta,0.00031397937681730504
International Shares,Equity,Listed,,Analog Devices,1364180.844,0.0009058,,US0326541051,Hesta,0.04538017135617142
International Shares,Equity,Listed,,Angel Yeast,642.884459,4.3e-07,,CNE0000014G0,Hesta,2.138587932820992e-05
International Shares,Equity,Listed,,Anglo American,167413.5389,0.00011116,,GB00BTK05J60,Hesta,0.005569096733794241
International Shares,Equity,Listed,,Anglogold Ashanti,36683.00757,2.436e-05,,GB00BRXH2664,Hesta,0.0012202789510701658
International Shares,Equity,Listed,,Anheuser-Busch Inbev Sa/Nv,542859.5146,0.00036045,,BE0974293251,Hesta,0.01805849855114667
International Shares,Equity,Listed,,Anhui Conch Cement,1128.315422,7.5e-07,,CNE0000019V8,Hesta,3.753398782820826e-05
International Shares,Equity,Listed,,Anhui Conch Cement,341134.6312,0.00022651,,CNE1000001W2,Hesta,0.011348017447590213
International Shares,Equity,Listed,,Anhui Gujing Distillery,2299.46141,1.53e-06,,CNE000000K82,Hesta,7.649275627323171e-05
International Shares,Equity,Listed,,Anhui Gujing Distillery,813.833863,5.4e-07,,CNE000000MD5,Hesta,2.7072598417453615e-05
International Shares,Equity,Listed,,Anhui Jianghuai Automobile,2244.258344,1.49e-06,,CNE0000018M9,Hesta,7.465639813531753e-05
International Shares,Equity,Listed,,Anhui Yingjia Distillery,639.66982,4.2e-07,,CNE1000022H9,Hesta,2.1278942722766548e-05
International Shares,Equity,Listed,,Anker Innovations Technology,1557.400062,1.03e-06,,CNE1000047B9,Hesta,5.1807707163253486e-05
International Shares,Equity,Listed,,Annaly Capital Management,155287.3949,0.00010311,,US0357108390,Hesta,0.005165714370649424
International Shares,Equity,Listed,,Ansys,436862.4135,0.00029007,,US03662Q1058,Hesta,0.014532450936322204
International Shares,Equity,Listed,,Anta Sports Products,24439.98944,1.623e-05,,KYG040111059,Hesta,0.0008130087103980915
International Shares,Equity,Listed,,Antofagasta,466390.1781,0.00030968,,GB0000456144,Hesta,0.015514707081617186
International Shares,Equity,Listed,,Aon,800324.6949,0.0005314,,IE00BLP1HW54,Hesta,0.026623209052433823
International Shares,Equity,Listed,,A O Smith,42123.69118,2.797e-05,,US8318652091,Hesta,0.0014012660655003647
International Shares,Equity,Listed,,Apl Apollo Tubes,6560.605117,4.36e-06,,INE702C01027,Hesta,0.00021824187439596903
International Shares,Equity,Listed,,Ap Moller - Maersk A/S,347855.5449,0.00023097,,DK0010244508,Hesta,0.011571592068739223
International Shares,Equity,Listed,,Ap Moller - Maersk A/S,21551.38341,1.431e-05,,DK0010244425,Hesta,0.000716917757942326
International Shares,Equity,Listed,,Apollo Global Management,605716.0649,0.00040219,,US03769M1062,Hesta,0.020149453746726158
International Shares,Equity,Listed,,Apollo Hospitals Enterprise,904435.822,0.00060053,,INE437A01024,Hesta,0.0300865187805113
International Shares,Equity,Listed,,Apple,51765419.72,0.03437151,,US0378331005,Hesta,1.7220030815927034
International Shares,Equity,Listed,,Applied Materials,4715607.92,0.0031311,,US0382221051,Hesta,0.15686710189438716
International Shares,Equity,Listed,,Applovin,3161049.849,0.00209889,,US03831W1080,Hesta,0.10515393501084802
International Shares,Equity,Listed,,Aptiv,660240.2107,0.00043839,,JE00BTDN8H13,Hesta,0.021963227258013546
International Shares,Equity,Listed,,Arca Continental Sab De Cv,398189.3642,0.00026439,,MX01AC100006,Hesta,0.013245972232403631
International Shares,Equity,Listed,,Arcelormittal Sa,80835.77085,5.367e-05,,LU1598757687,Hesta,0.002689043134578136
International Shares,Equity,Listed,,Arch Capital,831169.8628,0.00055189,,BMG0450A1053,Hesta,0.02764928929023247
International Shares,Equity,Listed,,Archer-Daniels-Midland,212187.3739,0.00014089,,US0394831020,Hesta,0.007058521184745515
International Shares,Equity,Listed,,Arcos Dorados,143249.2857,9.512e-05,,VGG0457F1071,Hesta,0.004765260530014565
International Shares,Equity,Listed,,Ares Management,304229.396,0.000202,,US03990B1017,Hesta,0.010120345981096722
International Shares,Equity,Listed,,Argenx Se,272971.1026,0.00018125,,NL0010832176,Hesta,0.009080522912892516
International Shares,Equity,Listed,,Arista Networks,3015214.94,0.00200206,,US0404132054,Hesta,0.10030266240337864
International Shares,Equity,Listed,,Arkema Sa,16879.53578,1.121e-05,,FR0010313833,Hesta,0.0005615063644076699
International Shares,Equity,Listed,,Arthur J Gallagher &,800975.102,0.00053184,,US3635761097,Hesta,0.026644845176250605
International Shares,Equity,Listed,,Asahi,214016.7421,0.0001421,,JP3116000005,Hesta,0.007119376050692841
International Shares,Equity,Listed,,Asahi Kasei,89860.81213,5.967e-05,,JP3111200006,Hesta,0.0029892657345246577
International Shares,Equity,Listed,,Ase Technology,671245.7267,0.0004457,,TW0003711008,Hesta,0.022329331359342713
International Shares,Equity,Listed,,Ashok Leyland,7801.979606,5.18e-06,,INE208A01029,Hesta,0.0002595368297354825
International Shares,Equity,Listed,,Ashtead,180177.3472,0.00011964,,GB0000536739,Hesta,0.00599369132501643
