Option_Name,Asset_Class,Listing_Status,Management_Type,Name,Dollar_Value,Weighting_Percentage,Currency,Security_Identifier,Super_Fund,Weighting_Percentage_Clean
High Growth,Cash,,,JPMorgan Chase & Co,1260404.015,0.00030979,CHF,,Hesta,0.015741100476873323
High Growth,Cash,,,JPMorgan Chase & Co,-63.717495,-2e-08,CLP,,Hesta,-7.957634845598882e-07
High Growth,Cash,,,JPMorgan Chase & Co,3001.911661,7.4e-07,CNY,,Hesta,3.749067165459537e-05
High Growth,Cash,,,JPMorgan Chase & Co,36.214563,1e-08,COP,,Hesta,4.5228122738807606e-07
High Growth,Cash,,,JPMorgan Chase & Co,5082.682382,1.25e-06,CZK,,Hesta,6.347727642481037e-05
High Growth,Cash,,,JPMorgan Chase & Co,120144.9548,2.953e-05,DKK,,Hesta,0.00150048221267861
High Growth,Cash,,,JPMorgan Chase & Co,3.553385,0.0,EGP,,Hesta,4.437798487813807e-08
High Growth,Cash,,,Citigroup Inc,63402.27653,1.558e-05,EUR,,Hesta,0.0007918267424126203
High Growth,Cash,,,JPMorgan Chase & Co,1633726.794,0.00040155,EUR,,Hesta,0.020403503408479802
High Growth,Cash,,,UBS Group AG,11213.71071,2.76e-06,EUR,,Hesta,0.0001400472744485033
High Growth,Cash,,,Citigroup Inc,-9152.68587,-2.25e-06,GBP,,Hesta,-0.00011430727465028642
High Growth,Cash,,,JPMorgan Chase & Co,507582.764,0.00012476,GBP,,Hesta,0.006339166801569638
High Growth,Cash,,,UBS Group AG,6666.920461,1.64e-06,GBP,,Hesta,8.326271861957184e-05
High Growth,Cash,,,JPMorgan Chase & Co,330128.8013,8.114e-05,HKD,,Hesta,0.004122956266188226
High Growth,Cash,,,JPMorgan Chase & Co,17246.83301,4.24e-06,HUF,,Hesta,0.00021539453071185716
High Growth,Cash,,,JPMorgan Chase & Co,313.28279,8e-08,IDR,,Hesta,3.912567570696928e-06
High Growth,Cash,,,JPMorgan Chase & Co,36386.42646,8.94e-06,ILS,,Hesta,0.0004544276185134352
High Growth,Cash,,,JPMorgan Chase & Co,22363.46642,5.5e-06,INR,,Hesta,0.000279295819228569
High Growth,Cash,,,Citigroup Inc,-14598.45839,-3.59e-06,JPY,,Hesta,-0.0001823191592454935
High Growth,Cash,,,JPMorgan Chase & Co,424459.8524,0.00010433,JPY,,Hesta,0.005301050381870785
High Growth,Cash,,,UBS Group AG,3441.026296,8.5e-07,JPY,,Hesta,4.297474462496e-05
High Growth,Cash,,,JPMorgan Chase & Co,311002.6223,7.644e-05,KRW,,Hesta,0.003884090710545209
High Growth,Cash,,,JPMorgan Chase & Co,1.786606,0.0,KWD,,Hesta,2.2312801469919736e-08
High Growth,Cash,,,JPMorgan Chase & Co,7623.497184,1.87e-06,MXN,,Hesta,9.520934060060482e-05
High Growth,Cash,,,JPMorgan Chase & Co,1046.719873,2.6e-07,MYR,,Hesta,1.307241368318958e-05
High Growth,Cash,,,JPMorgan Chase & Co,-143105.6724,-3.517e-05,NOK,,Hesta,-0.0017872370614900952
High Growth,Cash,,,JPMorgan Chase & Co,93819.36276,2.306e-05,NZD,,Hesta,0.001171703674620068
High Growth,Cash,,,JPMorgan Chase & Co,146.438879,4e-08,PHP,,Hesta,1.8288652532257244e-06
High Growth,Cash,,,JPMorgan Chase & Co,-22773.25543,-5.6e-06,PLN,,Hesta,-0.0002844136464521902
High Growth,Cash,,,JPMorgan Chase & Co,627.252242,1.5e-07,QAR,,Hesta,7.833710816659103e-06
High Growth,Cash,,,JPMorgan Chase & Co,0.035687,0.0,RUB,,Hesta,4.456925287707675e-10
High Growth,Cash,,,JPMorgan Chase & Co,71345.36837,1.754e-05,SEK,,Hesta,0.0008910274790513975
High Growth,Cash,,,JPMorgan Chase & Co,118407.3603,2.91e-05,SGD,,Hesta,0.0014787815125165572
High Growth,Cash,,,JPMorgan Chase & Co,2977.958809,7.3e-07,TRY,,Hesta,3.719152610638028e-05
High Growth,Cash,,,JPMorgan Chase & Co,159541.2153,3.921e-05,TWD,,Hesta,0.001992499444902022
High Growth,Cash,,,Citigroup Inc,-405148.7889,-9.958e-05,USD,,Hesta,-0.0050598758162147235
High Growth,Cash,,,JPMorgan Chase & Co,12750334.39,0.00313384,USD,,Hesta,0.15923806363527282
High Growth,Cash,,,Macquarie Group Ltd,-25.703097,-1e-08,USD,,Hesta,-3.210042396158356e-07
High Growth,Cash,,,Morgan Stanley,1424.835807,3.5e-07,USD,,Hesta,1.7794678003333624e-05
High Growth,Cash,,,UBS Group AG,45832.53821,1.126e-05,USD,,Hesta,0.0005723994691287506
High Growth,Cash,,,JPMorgan Chase & Co,-148828.2704,-3.658e-05,ZAR,,Hesta,-0.0018587062007777498
High Growth,Cash Total,,,,240601429.4,0.05913618,,,Hesta,3.0048549750650735
High Growth,Fixed Income,,Externally Managed,Challenger Limited,5025004.062,0.00123507,,,Hesta,0.06275693578827467
High Growth,Fixed Income,,Externally Managed,Generate Capital PBC,76742.04563,1.886e-05,,,Hesta,0.0009584262162657639
High Growth,Fixed Income,,Externally Managed,Oaktree Capital Management LP,66098369.0,0.01624598,,,Hesta,0.8254980588795164
High Growth,Fixed Income Total,,,,71200115.1,0.01749991,,,Hesta,0.8892134207887661
High Growth,Equity,Listed,,360 Security Technology,968.976372,2.4e-07,,CNE100002RZ2,Hesta,1.2101480358556444e-05
High Growth,Equity,Listed,,37 Interactive Entertainment Network Technology,527.225457,1.3e-07,,CNE1000010N2,Hesta,6.584483065616428e-06
High Growth,Equity,Listed,,3I,369405.7784,9.079e-05,,GB00B1YW4409,Hesta,0.004613483776098572
High Growth,Equity,Listed,,3M,1737396.716,0.00042703,,US88579Y1010,Hesta,0.02169823005105688
High Growth,Equity,Listed,,A2 Milk /The,1930021.328,0.00047437,,NZATME0002S8,Hesta,0.02410390579925
High Growth,Equity,Listed,,Aac Technologies,7189.244433,1.77e-06,,KYG2953R1149,Hesta,8.978598737060925e-05
High Growth,Equity,Listed,,Abb India,6119.268666,1.5e-06,,INE117A01022,Hesta,7.642313240051729e-05
High Growth,Equity,Listed,,Abb,1062040.438,0.00026103,,CH0012221716,Hesta,0.01326375118303678
High Growth,Equity,Listed,,Abbott Laboratories,3578599.032,0.00087957,,US0028241000,Hesta,0.04469288121805421
High Growth,Equity,Listed,,Abbvie,5161357.805,0.00126858,,US00287Y1091,Hesta,0.06445984846025689
High Growth,Equity,Listed,,Abiomed,4385.906596,1.08e-06,,US003CVR0169,Hesta,5.477529077041019e-05
High Growth,Equity,Listed,,Abn Amro Bank Nv,971596.0368,0.0002388,,NL0011540547,Hesta,0.012134197175023051
High Growth,Equity,Listed,,Absa,13746.76185,3.38e-06,,ZAE000255915,Hesta,0.0001716823787747923
High Growth,Equity,Listed,,Abu Dhabi Commercial Bank Pjsc,17618.63536,4.33e-06,,AEA000201011,Hesta,0.00022003794510853982
High Growth,Equity,Listed,,Abu Dhabi Islamic Bank Pjsc,13861.81121,3.41e-06,,AEA000801018,Hesta,0.00017311922244873124
High Growth,Equity,Listed,,Abu Dhabi National Oil For Distribution Pjsc,5089.661155,1.25e-06,,AEA006101017,Hesta,6.356443384869265e-05
High Growth,Equity,Listed,,Accent,184853.7979,4.543e-05,,AU000000AX19,Hesta,0.002308626576594597
High Growth,Equity,Listed,,Accenture,7245602.497,0.00178086,,IE00B4BNMY34,Hesta,0.09048983941927641
High Growth,Equity,Listed,,Acciona Sa,168353.1276,4.138e-05,,ES0125220311,Hesta,0.0021025508214899454
High Growth,Equity,Listed,,Accor Sa,39308.29928,9.66e-06,,FR0000120404,Hesta,0.0004909186904974175
High Growth,Equity,Listed,,Accton Technology,21000.8137,5.16e-06,,TW0002345006,Hesta,0.0002622777415920861
High Growth,Equity,Listed,,Acer,4881.394374,1.2e-06,,TW0002353000,Hesta,6.0963404110052894e-05
High Growth,Equity,Listed,,Acs Actividades De Construccion Y Servicios Sa,163917.4379,4.029e-05,,ES0167050915,Hesta,0.0020471537929015113
High Growth,Equity,Listed,,Acuity,382547.0653,9.402e-05,,US00508Y1029,Hesta,0.004777604419183257
High Growth,Equity,Listed,,Addtech Ab,22427.07993,5.51e-06,,SE0014781795,Hesta,0.00028009028405149845
High Growth,Equity,Listed,,Adidas Ag,418035.1433,0.00010275,,DE000A1EWWW0,Hesta,0.0052208126245531184
High Growth,Equity,Listed,,Admiral,293028.4153,7.202e-05,,GB00B02J6398,Hesta,0.0036596120552791675
High Growth,Equity,Listed,,Adnoc Drilling Pjsc,7941.310687,1.95e-06,,AEA007301012,Hesta,9.917849193945555e-05
High Growth,Equity,Listed,,Adnoc Gas,8670.753028,2.13e-06,,AEE01195A234,Hesta,0.0001082884479893549
High Growth,Equity,Listed,,Adobe,3512603.179,0.00086334,,US00724F1012,Hesta,0.043868663474563474
High Growth,Equity,Listed,,Advanced Drainage Systems,270420.7674,6.647e-05,,US00790R1041,Hesta,0.0033772666700657805
High Growth,Equity,Listed,,Advanced Info Service Pcl,215049.6363,5.286e-05,,TH0268010R11,Hesta,0.002685740359620613
High Growth,Equity,Listed,,Advanced Micro Devices,4482966.332,0.00110185,,US0079031078,Hesta,0.05598746324721305
High Growth,Equity,Listed,,Advanced Micro-Fabrication Equipment China,1535.108967,3.8e-07,,CNE100003MM9,Hesta,1.9171872038582973e-05
High Growth,Equity,Listed,,Advantech,8896.980592,2.19e-06,,TW0002395001,Hesta,0.00011111378873183286
High Growth,Equity,Listed,,Advantest,437690.137,0.00010758,,JP3122400009,Hesta,0.005466282511210066
High Growth,Equity,Listed,,Adyen Nv,3581598.488,0.0008803,,NL0012969182,Hesta,0.0447303412211247
High Growth,Equity,Listed,,Aecc Aviation Power,1401.204415,3.4e-07,,CNE000000JW1,Hesta,1.749954714731173e-05
High Growth,Equity,Listed,,Aecom,969376.6793,0.00023826,,US00766T1007,Hesta,0.012106479769345315
High Growth,Equity,Listed,,Aegon,534953.4411,0.00013148,,BMG0112X1056,Hesta,0.006680997336242408
High Growth,Equity,Listed,,Aena Sme Sa,367990.255,9.045e-05,,ES0105046017,Hesta,0.004595805400116277
High Growth,Equity,Listed,,Aeon,161506.7351,3.97e-05,,JP3388200002,Hesta,0.0020170466887166043
High Growth,Equity,Listed,,Aercap Nv,189349.4257,4.654e-05,,NL0000687663,Hesta,0.002364772168059112
High Growth,Equity,Listed,,Aeroports De Paris Sa,216256.6678,5.315e-05,,FR0010340141,Hesta,0.002700814894368308
High Growth,Equity,Listed,,Aflac,1358841.169,0.00033398,,US0010551028,Hesta,0.0169704754338957
High Growth,Equity,Listed,,Agc,31973.04102,7.86e-06,,JP3112000009,Hesta,0.0003993091463192557
High Growth,Equity,Listed,,Ageas Sa/Nv,259329.0842,6.374e-05,,BE0974264930,Hesta,0.0032387433889344936
High Growth,Equity,Listed,,Agilent Technologies,525625.9751,0.00012919,,US00846U1016,Hesta,0.006564507244372446
High Growth,Equity,Listed,,Agl Energy,456214.4791,0.00011213,,AU000000AGL7,Hesta,0.005697631766523312
High Growth,Equity,Listed,,Agnico Eagle Mines,607712.332,0.00014937,,CA0084741085,Hesta,0.00758967820254603
High Growth,Equity,Listed,,Agricultural Bank Of China,395235.5764,9.714e-05,,CNE100000Q43,Hesta,0.004936070375932072
High Growth,Equity,Listed,,Agricultural Bank Of China,6827.857177,1.68e-06,,CNE100000RJ0,Hesta,8.52726463783104e-05
High Growth,Equity,Listed,,Aia,1384165.754,0.00034021,,HK0000069689,Hesta,0.017286752462749907
High Growth,Equity,Listed,,Aib,240389.5931,5.908e-05,,IE00BF0L3536,Hesta,0.0030022093658451207
High Growth,Equity,Listed,,Aier Eye Hospital,1592.909846,3.9e-07,,CNE100000GR6,Hesta,1.9893743306178544e-05
High Growth,Equity,Listed,,Ainsworth Game Technology,46623.72698,1.146e-05,,AU000000AGI3,Hesta,0.0005822805721532787
High Growth,Equity,Listed,,Airbnb,1178019.461,0.00028954,,US0090661010,Hesta,0.0147122053552909
High Growth,Equity,Listed,,Airbus Se,4949837.911,0.0012166,,NL0000235190,Hesta,0.06181819081343355
High Growth,Equity,Listed,,Air Canada,436576.5157,0.0001073,,CA0089118776,Hesta,0.005452374570130962
High Growth,Equity,Listed,,Air China,1822.935324,4.5e-07,,CNE000001NN0,Hesta,2.2766515939673223e-05
High Growth,Equity,Listed,,Air Liquide Sa,595386.3483,0.00014634,,FR0000120073,Hesta,0.007435739825970799
High Growth,Equity,Listed,,Air New Zealand,160330.5607,3.941e-05,,NZAIRE0001S2,Hesta,0.002002357526203324
High Growth,Equity,Listed,,Airports Of Thailand Pcl,7444.518659,1.83e-06,,TH0765010R16,Hesta,9.297408990979552e-05
High Growth,Equity,Listed,,Air Products And Chemicals,466931.6561,0.00011476,,US0091581068,Hesta,0.005831477865058182
High Growth,Equity,Listed,,Airtac International,7454.497545,1.83e-06,,KYG014081064,Hesta,9.309871554197685e-05
High Growth,Equity,Listed,,Aisin,266772.6704,6.557e-05,,JP3102000001,Hesta,0.003331705833426919
High Growth,Equity,Listed,,Ajinomoto,135101.5894,3.321e-05,,JP3119600009,Hesta,0.0016872746103801359
High Growth,Equity,Listed,,Akamai Technologies,113348.1665,2.786e-05,,US00971T1016,Hesta,0.0014155975834033397
High Growth,Equity,Listed,,Akbank Tas,8715.707859,2.14e-06,,TRAAKBNK91N6,Hesta,0.00010884988583251497
High Growth,Equity,Listed,,Aker Bp Asa,368978.3247,9.069e-05,,NO0010345853,Hesta,0.004608145335756559
High Growth,Equity,Listed,,Akeso,11812.39278,2.9e-06,,KYG0146B1032,Hesta,0.00014752417431982952
High Growth,Equity,Listed,,Akzo Nobel Nv,185551.2415,4.561e-05,,NL0013267909,Hesta,0.0023173369025328654
High Growth,Equity,Listed,,Alamos Gold,63233.54194,1.554e-05,,CA0115321089,Hesta,0.0007897194275330226
High Growth,Equity,Listed,,Albertsons Cos,83884.20045,2.062e-05,,US0130911037,Hesta,0.0010476241046452335
High Growth,Equity,Listed,,Alchip Technologies,17807.53917,4.38e-06,,KYG022421088,Hesta,0.00022239715201226757
High Growth,Equity,Listed,,Alcoa,2816610.782,0.00069228,,AU0000339426,Hesta,0.03517646151238795
High Growth,Equity,Listed,,Alcon Ag,1846391.275,0.00045381,,CH0432492467,Hesta,0.023059455724914715
High Growth,Equity,Listed,,Aldar Properties Pjsc,15143.37088,3.72e-06,,AEA002001013,Hesta,0.0001891245344697173
High Growth,Equity,Listed,,Alfa Laval Ab,70946.74346,1.744e-05,,SE0000695876,Hesta,0.0008860490795174238
High Growth,Equity,Listed,,Alfa Sab De Cv,4320.5131,1.06e-06,,MXP000511016,Hesta,5.395859582274295e-05
High Growth,Equity,Listed,,Alibaba,2332630.486,0.00057333,,KYG017191142,Hesta,0.029132064336960917
High Growth,Equity,Listed,,Alibaba,2332933.234,0.0005734,,US01609W1027,Hesta,0.029135845336251985
High Growth,Equity,Listed,,Alibaba Health Information Technology,6292.235115,1.55e-06,,BMG0171K1018,Hesta,7.858329868088018e-05
High Growth,Equity,Listed,,Align Technology,203054.8797,4.991e-05,,US0162551016,Hesta,0.0025359386558897346
High Growth,Equity,Listed,,Alimentation Couche-Tard,269077.9061,6.614e-05,,CA01626P1484,Hesta,0.0033604957661347865
High Growth,Equity,Listed,,Alkem Laboratories,3804.094846,9.3e-07,,INE540L01014,Hesta,4.750908318428512e-05
High Growth,Equity,Listed,,Allegion,187658.0258,4.612e-05,,IE00BFRT3W74,Hesta,0.00234364838913139
High Growth,Equity,Listed,,Allegroeu Sa,9340.584202,2.3e-06,,LU2237380790,Hesta,0.00011665392420729287
High Growth,Equity,Listed,,Alliant Energy,136512.9785,3.355e-05,,US0188021085,Hesta,0.0017049013533694177
High Growth,Equity,Listed,,Allianz Se,2010013.267,0.00049403,,DE0008404005,Hesta,0.02510291971395807
High Growth,Equity,Listed,,Allstate /The,628069.652,0.00015437,,US0200021014,Hesta,0.007843919394851231
High Growth,Equity,Listed,,Ally Financial,2077270.471,0.00051056,,US02005N1000,Hesta,0.02594289038475728
High Growth,Equity,Listed,,Alnylam Pharmaceuticals,1627441.573,0.0004,,US02043Q1076,Hesta,0.02032500770860665
High Growth,Equity,Listed,,Alpha Bank Sa,12765.72864,3.14e-06,,GRS830003000,Hesta,0.0001594303213821002
High Growth,Equity,Listed,,Alphabet,20561795.37,0.00505378,,US02079K3059,Hesta,0.25679487136835144
High Growth,Equity,Listed,,Alphabet,21513297.39,0.00528764,,US02079K1079,Hesta,0.2686781157269216
High Growth,Equity,Listed,,Alpha Hpa,648266.2302,0.00015933,,AU0000033060,Hesta,0.008096153093690432
High Growth,Equity,Listed,,Al Rayan Bank,7086.722238,1.74e-06,,QA000A0M8VM3,Hesta,8.850559461289132e-05
High Growth,Equity,Listed,,Als,4893640.158,0.00120278,,AU000000ALQ6,Hesta,0.06111634087800033
High Growth,Equity,Listed,,Alstom Sa,52874.44645,1.3e-05,,FR0010220475,Hesta,0.0006603453847522916
High Growth,Equity,Listed,,Altagas,41997.94608,1.032e-05,,CA0213611001,Hesta,0.000524509507427734
High Growth,Equity,Listed,,Alteogen,17349.79086,4.26e-06,,KR7196170005,Hesta,0.000216680364335398
High Growth,Equity,Listed,,Aluminum Of China,5313.328321,1.31e-06,,CNE1000001T8,Hesta,6.63577979537598e-05
High Growth,Equity,Listed,,Aluminum Of China,1436.646838,3.5e-07,,CNE1000000T0,Hesta,1.794218517047516e-05
High Growth,Equity,Listed,,Amadeus It Sa,253115.3981,6.221e-05,,ES0109067019,Hesta,0.0031611410835880992
High Growth,Equity,Listed,,Amazon,39073180.24,0.0096036,,US0231351067,Hesta,0.4879823047126848
High Growth,Equity,Listed,,Ambev Sa,17964.9736,4.42e-06,,BRABEVACNOR1,Hesta,0.00022436333995808216
High Growth,Equity,Listed,,Ambuja Cements,6537.873566,1.61e-06,,INE079A01024,Hesta,8.165106067795262e-05
High Growth,Equity,Listed,,Amcor,163862.9422,4.028e-05,,JE00BJ1F3079,Hesta,0.0020464731997908506
High Growth,Equity,Listed,,Amcor,8847750.28,0.00217464,,AU000000AMC4,Hesta,0.11049895469570055
High Growth,Equity,Listed,,Ameren,199136.4528,4.894e-05,,US0236081024,Hesta,0.002487001687417619
High Growth,Equity,Listed,,America Movil Sab De Cv,470666.775,0.00011568,,US02390A1016,Hesta,0.0058781255123191035
High Growth,Equity,Listed,,America Movil Sab De Cv,26803.52327,6.59e-06,,MX01AM050019,Hesta,0.00033474738885791493
High Growth,Equity,Listed,,Americana Restaurants International - Foreign,3781.442294,9.3e-07,,AEE01135A222,Hesta,4.72261769948046e-05
High Growth,Equity,Listed,,American Electric Power,2281329.531,0.00056072,,US0255371017,Hesta,0.028491370180480813
High Growth,Equity,Listed,,American Express,2291732.826,0.00056327,,US0258161092,Hesta,0.028621296227951832
High Growth,Equity,Listed,,American Financial /Oh,155798.8057,3.829e-05,,US0259321042,Hesta,0.0019457607445820173
High Growth,Equity,Listed,,American International,644515.2679,0.00015841,,US0268747849,Hesta,0.008049307579278719
High Growth,Equity,Listed,,American Water Works,1141218.815,0.00028049,,US0304201033,Hesta,0.014252604576964402
High Growth,Equity,Listed,,Ameriprise Financial,965047.727,0.00023719,,US03076C1062,Hesta,0.012052415776924685
High Growth,Equity,Listed,,Ametek,807912.4034,0.00019857,,US0311001004,Hesta,0.01008996335070514
High Growth,Equity,Listed,,Amgen,1737597.429,0.00042708,,US0311621009,Hesta,0.021700736742135626
High Growth,Equity,Listed,,Amman Mineral Internasional Pt,5390.913489,1.33e-06,,ID1000191109,Hesta,6.732675386826717e-05
High Growth,Equity,Listed,,Ammb Bhd,5496.735178,1.35e-06,,MYL1015OO006,Hesta,6.864835378334e-05
High Growth,Equity,Listed,,Amorepacific,4834.887002,1.19e-06,,KR7090430000,Hesta,6.03825766873734e-05
High Growth,Equity,Listed,,Amotiv,258235.8198,6.347e-05,,AU0000340770,Hesta,0.0032250896838023433
High Growth,Equity,Listed,,Amphenol,2447002.922,0.00060144,,US0320951017,Hesta,0.03056045395285782
High Growth,Equity,Listed,,Amplitude Energy,896262.326,0.00022029,,AU0000361909,Hesta,0.01119335955717516
High Growth,Equity,Listed,,Amp,1097726.273,0.0002698,,AU000000AMP6,Hesta,0.013709429162201359
High Growth,Equity,Listed,,Ampol,3424011.082,0.00084157,,AU0000088338,Hesta,0.04276224276839497
High Growth,Equity,Listed,,Amrize,130978.5818,3.219e-05,,CH1430134226,Hesta,0.0016357826473856255
High Growth,Equity,Listed,,Amundi Sa,29509.98091,7.25e-06,,FR0004125920,Hesta,0.0003685481552317363
High Growth,Equity,Listed,,Ana,9689.342668,2.38e-06,,JP3429800000,Hesta,0.00012100954509562065
High Growth,Equity,Listed,,Analog Devices,1400423.286,0.0003442,,US0326541051,Hesta,0.017489791680074192
High Growth,Equity,Listed,,Angel Yeast,659.964089,1.6e-07,,CNE0000014G0,Hesta,8.242246860882276e-06
High Growth,Equity,Listed,,Anglo American,171861.245,4.224e-05,,GB00BTK05J60,Hesta,0.002146363462374041
High Growth,Equity,Listed,,Anglogold Ashanti,37657.57174,9.26e-06,,GB00BRXH2664,Hesta,0.0004703028659222458
High Growth,Equity,Listed,,Anheuser-Busch Inbev Sa/Nv,557281.7626,0.00013697,,BE0974293251,Hesta,0.0069598542329426544
High Growth,Equity,Listed,,Anhui Conch Cement,1158.291584,2.8e-07,,CNE0000019V8,Hesta,1.4465825234030817e-05
High Growth,Equity,Listed,,Anhui Conch Cement,350197.6174,8.607e-05,,CNE1000001W2,Hesta,0.004373594352803645
High Growth,Equity,Listed,,Anhui Gujing Distillery,2360.551622,5.8e-07,,CNE000000K82,Hesta,2.9480769515597184e-05
High Growth,Equity,Listed,,Anhui Gujing Distillery,835.455136,2.1e-07,,CNE000000MD5,Hesta,1.043394267487784e-05
High Growth,Equity,Listed,,Anhui Jianghuai Automobile,2303.881966,5.7e-07,,CNE0000018M9,Hesta,2.8773026015521257e-05
High Growth,Equity,Listed,,Anhui Yingjia Distillery,656.664045,1.6e-07,,CNE1000022H9,Hesta,8.201032834614593e-06
High Growth,Equity,Listed,,Anker Innovations Technology,1598.775794,3.9e-07,,CNE1000047B9,Hesta,1.9967002733918557e-05
High Growth,Equity,Listed,,Annaly Capital Management,159412.9435,3.918e-05,,US0357108390,Hesta,0.001990897467069422
High Growth,Equity,Listed,,Ansell,4841730.509,0.00119002,,AU000000ANN9,Hesta,0.06046804478333244
High Growth,Equity,Listed,,Ansys,448468.6172,0.00011023,,US03662Q1058,Hesta,0.0056008942212625685
High Growth,Equity,Listed,,Anta Sports Products,25089.29111,6.17e-06,,KYG040111059,Hesta,0.00031333845937965744
