Option_Name,Asset_Class,Listing_Status,Management_Type,Name,Dollar_Value,Weighting_Percentage,Currency,Security_Identifier,Super_Fund,Weighting_Percentage_Clean
Indexed Balanced Growth,Equity,Listed,,A2 Milk /The,395956.0724,0.00076441,,NZATME0002S8,Hesta,0.038342241091227094
Indexed Balanced Growth,Equity,Listed,,Abb,255697.7527,0.00049363,,CH0012221716,Hesta,0.02476038521415631
Indexed Balanced Growth,Equity,Listed,,Abbott Laboratories,595002.9181,0.00114868,,US0028241000,Hesta,0.05761685935890158
Indexed Balanced Growth,Equity,Listed,,Abbvie,831013.7686,0.00160431,,US00287Y1091,Hesta,0.08047087161123787
Indexed Balanced Growth,Equity,Listed,,Abiomed,7532.949769,1.454e-05,,US003CVR0169,Hesta,0.0007294500483864822
Indexed Balanced Growth,Equity,Listed,,Abn Amro Bank Nv,20371.67608,3.933e-05,,NL0011540547,Hesta,0.0019726827548250635
Indexed Balanced Growth,Equity,Listed,,Absa,43101.68548,8.321e-05,,ZAE000255915,Hesta,0.004173733732874561
Indexed Balanced Growth,Equity,Listed,,Abu Dhabi Commercial Bank Pjsc,87676.88216,0.00016926,,AEA000201011,Hesta,0.008490154308101546
Indexed Balanced Growth,Equity,Listed,,Abu Dhabi Islamic Bank Pjsc,22907.70789,4.422e-05,,AEA000801018,Hesta,0.002218258337198784
Indexed Balanced Growth,Equity,Listed,,Accent,37235.20383,7.188e-05,,AU000000AX19,Hesta,0.0036056554295966965
Indexed Balanced Growth,Equity,Listed,,Accenture,472340.1214,0.00091187,,IE00B4BNMY34,Hesta,0.04573885861127224
Indexed Balanced Growth,Equity,Listed,,Acciona Sa,19408.66913,3.747e-05,,ES0125220311,Hesta,0.0018794303785560956
Indexed Balanced Growth,Equity,Listed,,Accor Sa,29391.54842,5.674e-05,,FR0000120404,Hesta,0.002846118330079978
Indexed Balanced Growth,Equity,Listed,,Accton Technology,29715.29119,5.737e-05,,TW0002345006,Hesta,0.002877467826158275
Indexed Balanced Growth,Equity,Listed,,Acs Actividades De Construccion Y Servicios Sa,71422.42958,0.00013788,,ES0167050915,Hesta,0.006916161173331078
Indexed Balanced Growth,Equity,Listed,,Adairs,36920.66633,7.128e-05,,AU000000ADH2,Hesta,0.003575197321998718
Indexed Balanced Growth,Equity,Listed,,Adidas Ag,93943.23431,0.00018136,,DE000A1EWWW0,Hesta,0.009096953904434317
Indexed Balanced Growth,Equity,Listed,,Admiral,36393.04696,7.026e-05,,GB00B02J6398,Hesta,0.0035241055204099183
Indexed Balanced Growth,Equity,Listed,,Adobe,432436.7595,0.00083484,,US00724F1012,Hesta,0.041874833208033375
Indexed Balanced Growth,Equity,Listed,,Adriatic Metals,105734.2878,0.00020412,,AU0000004772,Hesta,0.010238735650305414
Indexed Balanced Growth,Equity,Listed,,Advanced Info Service Pcl,45758.89484,8.834e-05,,TH0268010Z11,Hesta,0.004431043492751313
Indexed Balanced Growth,Equity,Listed,,Advanced Micro Devices,591410.3038,0.00114174,,US0079031078,Hesta,0.057268970051879566
Indexed Balanced Growth,Equity,Listed,,Advantest,149113.9699,0.00028787,,JP3122400009,Hesta,0.014439389069906787
Indexed Balanced Growth,Equity,Listed,,Adyen Nv,95711.18748,0.00018477,,NL0012969182,Hesta,0.00926815291212035
Indexed Balanced Growth,Equity,Listed,,Aecom,64819.49218,0.00012514,,US00766T1007,Hesta,0.0062767684847266645
Indexed Balanced Growth,Equity,Listed,,Aegon,28396.29499,5.482e-05,,BMG0112X1056,Hesta,0.002749743379372363
Indexed Balanced Growth,Equity,Listed,,Aena Sme Sa,61677.33104,0.00011907,,ES0105046017,Hesta,0.005972498621539272
Indexed Balanced Growth,Equity,Listed,,Aeon,65495.39016,0.00012644,,JP3388200002,Hesta,0.00634221878365794
Indexed Balanced Growth,Equity,Listed,,Aercap Nv,41737.42109,8.058e-05,,NL0000687663,Hesta,0.004041625759794375
Indexed Balanced Growth,Equity,Listed,,Aeroports De Paris Sa,19752.60297,3.813e-05,,FR0010340141,Hesta,0.0019127350684748038
Indexed Balanced Growth,Equity,Listed,,Aflac,145843.119,0.00028156,,US0010551028,Hesta,0.014122657587494859
Indexed Balanced Growth,Equity,Listed,,Agc,10439.25498,2.015e-05,,JP3112000009,Hesta,0.001010880901080362
Indexed Balanced Growth,Equity,Listed,,Ageas Sa/Nv,52833.38825,0.000102,,BE0974264930,Hesta,0.0051160991108666854
Indexed Balanced Growth,Equity,Listed,,Agilent Technologies,75916.21523,0.00014656,,US00846U1016,Hesta,0.007351315032091793
Indexed Balanced Growth,Equity,Listed,,Agl Energy,393174.4705,0.00075904,,AU000000AGL7,Hesta,0.03807288583163185
Indexed Balanced Growth,Equity,Listed,,Agnico Eagle Mines,161320.1105,0.00031144,,CA0084741085,Hesta,0.01562136560291428
Indexed Balanced Growth,Equity,Listed,,Agricultural Bank Of China,93310.29007,0.00018014,,CNE100000Q43,Hesta,0.00903566301299708
Indexed Balanced Growth,Equity,Listed,,Aia,260202.4014,0.00050233,,HK0000069689,Hesta,0.02519659099183207
Indexed Balanced Growth,Equity,Listed,,Aib,20211.42559,3.902e-05,,IE00BF0L3536,Hesta,0.001957164965477056
Indexed Balanced Growth,Equity,Listed,,Airbnb,141786.3362,0.00027372,,US0090661010,Hesta,0.013729820717410923
Indexed Balanced Growth,Equity,Listed,,Airbus Se,381775.2236,0.00073703,,NL0000235190,Hesta,0.036969044513454806
Indexed Balanced Growth,Equity,Listed,,Air Liquide Sa,309981.4297,0.00059843,,FR0000120073,Hesta,0.030016922431117293
Indexed Balanced Growth,Equity,Listed,,Airports Of Thailand Pcl,18810.16114,3.631e-05,,TH0765010Z16,Hesta,0.0018214741070219562
Indexed Balanced Growth,Equity,Listed,,Air Products And Chemicals,163674.0331,0.00031598,,US0091581068,Hesta,0.015849306715907518
Indexed Balanced Growth,Equity,Listed,,Ajinomoto,83667.15211,0.00016152,,JP3119600009,Hesta,0.00810187377143503
Indexed Balanced Growth,Equity,Listed,,Akamai Technologies,37273.15444,7.196e-05,,US00971T1016,Hesta,0.003609330361084321
Indexed Balanced Growth,Equity,Listed,,Aker Bp Asa,10026.78374,1.936e-05,,NO0010345853,Hesta,0.0009709394206241644
Indexed Balanced Growth,Equity,Listed,,Akeso,27856.75488,5.378e-05,,KYG0146B1032,Hesta,0.002697497237898597
Indexed Balanced Growth,Equity,Listed,,Akzo Nobel Nv,38471.1757,7.427e-05,,NL0013267909,Hesta,0.0037253402500220306
Indexed Balanced Growth,Equity,Listed,,Alamos Gold,43905.65761,8.476e-05,,CA0115321089,Hesta,0.004251586038692836
Indexed Balanced Growth,Equity,Listed,,Albertsons Cos,38033.81436,7.343e-05,,US0130911037,Hesta,0.0036829885471156495
Indexed Balanced Growth,Equity,Listed,,Alcoa,184021.0969,0.00035526,,AU0000339426,Hesta,0.017819606150866203
Indexed Balanced Growth,Equity,Listed,,Alcon Ag,107279.8484,0.00020711,,CH0432492467,Hesta,0.010388399366250238
Indexed Balanced Growth,Equity,Listed,,Aldar Properties Pjsc,49420.40503,9.541e-05,,AEA002001013,Hesta,0.004785604304540405
Indexed Balanced Growth,Equity,Listed,,Alfa Laval Ab,32807.53185,6.334e-05,,SE0000695876,Hesta,0.0031769036604900208
Indexed Balanced Growth,Equity,Listed,,Alfa Sab De Cv,21285.97823,4.109e-05,,MXP000511016,Hesta,0.0020612188221040438
Indexed Balanced Growth,Equity,Listed,,Alibaba,607077.3297,0.00117199,,KYG017191142,Hesta,0.058786079969147
Indexed Balanced Growth,Equity,Listed,,Align Technology,31743.6631,6.128e-05,,US0162551016,Hesta,0.0030738843738942223
Indexed Balanced Growth,Equity,Listed,,Alimentation Couche-Tard,97744.41429,0.0001887,,CA01626P1484,Hesta,0.009465039582072496
Indexed Balanced Growth,Equity,Listed,,Allegion,34446.00038,6.65e-05,,IE00BFRT3W74,Hesta,0.0033355640770783143
Indexed Balanced Growth,Equity,Listed,,Alliant Energy,44149.60243,8.523e-05,,US0188021085,Hesta,0.0042752083335719174
Indexed Balanced Growth,Equity,Listed,,Allianz Se,389045.8299,0.00075107,,DE0008404005,Hesta,0.037673090641461585
Indexed Balanced Growth,Equity,Listed,,Allstate /The,138839.1034,0.00026803,,US0200021014,Hesta,0.013444426658709848
Indexed Balanced Growth,Equity,Listed,,Alnylam Pharmaceuticals,110122.0503,0.0002126,,US02043Q1076,Hesta,0.010663622801565189
Indexed Balanced Growth,Equity,Listed,,Alpha Bank Sa,23371.69712,4.512e-05,,GRS830003000,Hesta,0.0022631885407250496
Indexed Balanced Growth,Equity,Listed,,Alphabet,2215234.043,0.0042766,,US02079K1079,Hesta,0.21451126443237176
Indexed Balanced Growth,Equity,Listed,,Alphabet,2645004.935,0.00510629,,US02079K3059,Hesta,0.25612794947315337
Indexed Balanced Growth,Equity,Listed,,Alpha Hpa,66111.827,0.00012763,,AU0000033060,Hesta,0.006401911187902513
Indexed Balanced Growth,Equity,Listed,,Als,539099.5281,0.00104075,,AU000000ALQ6,Hesta,0.05220347790927567
Indexed Balanced Growth,Equity,Listed,,Alstom Sa,10668.01169,2.06e-05,,FR0010220475,Hesta,0.0010330324616635656
Indexed Balanced Growth,Equity,Listed,,Altagas,9301.128934,1.796e-05,,CA0213611001,Hesta,0.000900670940204063
Indexed Balanced Growth,Equity,Listed,,Alteogen,27859.62261,5.378e-05,,KR7196170005,Hesta,0.002697774933336826
Indexed Balanced Growth,Equity,Listed,,Amadeus It Sa,91093.2942,0.00017586,,ES0109067019,Hesta,0.008820981142782137
Indexed Balanced Growth,Equity,Listed,,Amazon,5302579.863,0.01023685,,US0231351067,Hesta,0.5134731089746811
Indexed Balanced Growth,Equity,Listed,,Ambev Sa,48463.81153,9.356e-05,,BRABEVACNOR1,Hesta,0.004692972972026711
Indexed Balanced Growth,Equity,Listed,,Amcor,46246.58187,8.928e-05,,JE00BJ1F3079,Hesta,0.004478268462854648
Indexed Balanced Growth,Equity,Listed,,Amcor,547684.3835,0.00105733,,AU000000AMC4,Hesta,0.05303478880062019
Indexed Balanced Growth,Equity,Listed,,Ameren,65665.68552,0.00012677,,US0236081024,Hesta,0.006358709263802011
Indexed Balanced Growth,Equity,Listed,,America Movil Sab De Cv,59673.42063,0.0001152,,MX01AM050019,Hesta,0.005778450792951306
Indexed Balanced Growth,Equity,Listed,,American Electric Power,137816.6221,0.00026606,,US0255371017,Hesta,0.013345415108569344
Indexed Balanced Growth,Equity,Listed,,American Express,468434.5105,0.00090433,,US0258161092,Hesta,0.04536066040906095
Indexed Balanced Growth,Equity,Listed,,American Financial /Oh,28214.34943,5.447e-05,,US0259321042,Hesta,0.0027321247569713635
Indexed Balanced Growth,Equity,Listed,,American International,153476.8371,0.00029629,,US0268747849,Hesta,0.014861865495176547
Indexed Balanced Growth,Equity,Listed,,American Water Works,69805.43792,0.00013476,,US0304201033,Hesta,0.006759580460489803
Indexed Balanced Growth,Equity,Listed,,Ameriprise Financial,127566.3495,0.00024627,,US03076C1062,Hesta,0.012352834237419152
Indexed Balanced Growth,Equity,Listed,,Ametek,143094.4226,0.00027625,,US0311001004,Hesta,0.013856488718265038
Indexed Balanced Growth,Equity,Listed,,Amgen,397414.3904,0.00076722,,US0311621009,Hesta,0.03848345670639561
Indexed Balanced Growth,Equity,Listed,,Amotiv,75770.38063,0.00014628,,AU0000340770,Hesta,0.007337193199438108
Indexed Balanced Growth,Equity,Listed,,Amphenol,316809.0092,0.00061161,,US0320951017,Hesta,0.030678068243762034
Indexed Balanced Growth,Equity,Listed,,Amplitude Energy,51926.09295,0.00010025,,AU0000361909,Hesta,0.005028241548984431
Indexed Balanced Growth,Equity,Listed,,Amp,219443.0499,0.00042364,,AU000000AMP6,Hesta,0.021249676192767433
Indexed Balanced Growth,Equity,Listed,,Ampol,466882.4683,0.00090134,,AU0000088338,Hesta,0.04521036905008403
Indexed Balanced Growth,Equity,Listed,,Amrize,43280.49834,8.355e-05,,CH1430134226,Hesta,0.004191049001577919
Indexed Balanced Growth,Equity,Listed,,Amundi Sa,2109.650485,4.07e-06,,FR0004125920,Hesta,0.00020428712463936991
Indexed Balanced Growth,Equity,Listed,,Analog Devices,314162.9046,0.0006065,,US0326541051,Hesta,0.030421833808687352
Indexed Balanced Growth,Equity,Listed,,Anglo American,83275.57329,0.00016077,,GB00BTK05J60,Hesta,0.008063955399753913
Indexed Balanced Growth,Equity,Listed,,Anglogold Ashanti,53857.33464,0.00010397,,GB00BRXH2664,Hesta,0.005215252532386157
Indexed Balanced Growth,Equity,Listed,,Anheuser-Busch Inbev Sa/Nv,154944.2076,0.00029913,,BE0974293251,Hesta,0.015003957705406166
Indexed Balanced Growth,Equity,Listed,,Annaly Capital Management,14501.50828,2.8e-05,,US0357108390,Hesta,0.0014042475047496858
Indexed Balanced Growth,Equity,Listed,,Ansell,271032.67,0.00052324,,AU000000ANN9,Hesta,0.026245335533687325
Indexed Balanced Growth,Equity,Listed,,Ansys,76844.98855,0.00014835,,US03662Q1058,Hesta,0.007441252409080834
Indexed Balanced Growth,Equity,Listed,,Anta Sports Products,74436.1581,0.0001437,,KYG040111059,Hesta,0.007207994317338562
Indexed Balanced Growth,Equity,Listed,,Antofagasta,28040.72655,5.413e-05,,GB0000456144,Hesta,0.002715312057816221
Indexed Balanced Growth,Equity,Listed,,Anz,5567750.468,0.01074877,,AU000000ANZ3,Hesta,0.5391507938895509
Indexed Balanced Growth,Equity,Listed,,Aon,179870.7257,0.00034725,,IE00BLP1HW54,Hesta,0.017417706687110217
Indexed Balanced Growth,Equity,Listed,,Ap Moller - Maersk A/S,50668.37793,9.782e-05,,DK0010244508,Hesta,0.004906451239699361
Indexed Balanced Growth,Equity,Listed,,Apollo Global Management,144236.4917,0.00027845,,US03769M1062,Hesta,0.01396708050313052
Indexed Balanced Growth,Equity,Listed,,Apollo Hospitals Enterprise,52415.8595,0.00010119,,INE437A01024,Hesta,0.005075667888539461
Indexed Balanced Growth,Equity,Listed,,Apple,7876253.147,0.01520543,,US0378331005,Hesta,0.7626936877804279
Indexed Balanced Growth,Equity,Listed,,Applied Materials,397063.973,0.00076655,,US0382221051,Hesta,0.038449524183649025
Indexed Balanced Growth,Equity,Listed,,Applovin,212719.1929,0.00041066,,US03831W1080,Hesta,0.02059857430514063
Indexed Balanced Growth,Equity,Listed,,Aptiv,42507.09724,8.206e-05,,JE00BTDN8H13,Hesta,0.004116157028696484
Indexed Balanced Growth,Equity,Listed,,Arb,159295.2171,0.00030753,,AU000000ARB5,Hesta,0.015425285895243062
Indexed Balanced Growth,Equity,Listed,,Arcelormittal Sa,11364.26438,2.194e-05,,LU1598757687,Hesta,0.0011004538004463862
Indexed Balanced Growth,Equity,Listed,,Arch Capital,86614.06544,0.00016721,,BMG0450A1053,Hesta,0.008387236894391926
Indexed Balanced Growth,Equity,Listed,,Archer-Daniels-Midland,81714.44799,0.00015775,,US0394831020,Hesta,0.007912784482577663
Indexed Balanced Growth,Equity,Listed,,Ares Management,73730.87359,0.00014234,,US03990B1017,Hesta,0.007139698386033816
Indexed Balanced Growth,Equity,Listed,,Argenx Se,81969.84039,0.00015825,,NL0010832176,Hesta,0.007937515299090496
Indexed Balanced Growth,Equity,Listed,,Arista Networks,281270.6263,0.000543,,US0404132054,Hesta,0.027236723761064965
Indexed Balanced Growth,Equity,Listed,,Aristocrat Leisure,2619632.317,0.00505731,,AU000000ALL7,Hesta,0.2536710025937307
Indexed Balanced Growth,Equity,Listed,,Arkema Sa,22787.61354,4.399e-05,,FR0010313833,Hesta,0.0022066290509158786
Indexed Balanced Growth,Equity,Listed,,Arthur J Gallagher &,179288.3955,0.00034612,,US3635761097,Hesta,0.0173613169851219
Indexed Balanced Growth,Equity,Listed,,Asahi,47602.70282,9.19e-05,,JP3116000005,Hesta,0.004609587869319606
Indexed Balanced Growth,Equity,Listed,,Asahi Kasei,38890.56691,7.508e-05,,JP3111200006,Hesta,0.0037659518228863984
Indexed Balanced Growth,Equity,Listed,,Ase Technology,54037.05926,0.00010432,,TW0003711008,Hesta,0.005232656090988758
Indexed Balanced Growth,Equity,Listed,,Ashtead,65885.78448,0.0001272,,GB0000536739,Hesta,0.006380022454775688
Indexed Balanced Growth,Equity,Listed,,Asian Paints,56513.53095,0.0001091,,INE021A01026,Hesta,0.005472464193988768
Indexed Balanced Growth,Equity,Listed,,Asia Vital Components,30244.47472,5.839e-05,,TW0003017000,Hesta,0.0029287110925281593
Indexed Balanced Growth,Equity,Listed,,Asics,60589.00079,0.00011697,,JP3118000003,Hesta,0.005867110615795494
Indexed Balanced Growth,Equity,Listed,,Asm International Nv,52335.91349,0.00010104,,NL0000334118,Hesta,0.005067926350011912
Indexed Balanced Growth,Equity,Listed,,Asml Nv,796373.0659,0.00153743,,NL0010273215,Hesta,0.07711645361622566
Indexed Balanced Growth,Equity,Listed,,Asr Nederland Nv,25182.92354,4.862e-05,,NL0011872643,Hesta,0.0024385778955226802
Indexed Balanced Growth,Equity,Listed,,Assa Abloy Ab,84823.77819,0.00016376,,SE0007100581,Hesta,0.008213875175386123
Indexed Balanced Growth,Equity,Listed,,Associated British Foods,37994.89728,7.335e-05,,GB0006731235,Hesta,0.0036792200279087534
Indexed Balanced Growth,Equity,Listed,,Astellas Pharma,46643.64681,9.005e-05,,JP3942400007,Hesta,0.004516718080677339
Indexed Balanced Growth,Equity,Listed,,Astrazeneca,559518.3677,0.00108017,,GB0009895292,Hesta,0.05418072772388488
Indexed Balanced Growth,Equity,Listed,,Asustek Computer,52429.17735,0.00010122,,TW0002357001,Hesta,0.00507695751698845
Indexed Balanced Growth,Equity,Listed,,Asx,936047.3906,0.00180708,,AU000000ASX7,Hesta,0.09064175858109462
Indexed Balanced Growth,Equity,Listed,,Atlas Copco Ab,53865.22093,0.00010399,,SE0017486897,Hesta,0.005216016197988411
Indexed Balanced Growth,Equity,Listed,,Atlas Copco Ab,107045.3562,0.00020666,,SE0017486889,Hesta,0.010365692411885539
Indexed Balanced Growth,Equity,Listed,,Atlassian,79451.64622,0.00015338,,US0494681010,Hesta,0.007693667017144909
Indexed Balanced Growth,Equity,Listed,,Atmos Energy,59190.4716,0.00011427,,US0495601058,Hesta,0.005731684625101434
Indexed Balanced Growth,Equity,Listed,,At&T,539176.008,0.0010409,,US00206R1023,Hesta,0.05221088380848732
Indexed Balanced Growth,Equity,Listed,,Aub,258975.1248,0.00049996,,AU000000AUB9,Hesta,0.02507774817424981
Indexed Balanced Growth,Equity,Listed,,Auckland Airport,196219.7357,0.00037881,,NZAIAE0002S6,Hesta,0.019000856250200194
Indexed Balanced Growth,Equity,Listed,,Audinate,35013.87863,6.76e-05,,AU000000AD88,Hesta,0.003390554330517256
Indexed Balanced Growth,Equity,Listed,,Aurizon,347824.8536,0.00067149,,AU000000AZJ1,Hesta,0.03368147459746337
Indexed Balanced Growth,Equity,Listed,,Aussie Broadband,72874.03182,0.00014069,,AU0000106643,Hesta,0.007056726470681587
Indexed Balanced Growth,Equity,Listed,,Austal,119446.8442,0.0002306,,AU000000ASB3,Hesta,0.011566585328879631
