HC SRI High Growth - Class A Option,,,,
HOSTPLUS,,,,
,,,,
Table 1 - Assets HC SRI High Growth - Class A Option - Assets,,,,
Portfolio Holdings Information for Investment Option HC SRI High Growth - Class A Option - Assets,,,,
Cash,,,,
Name of Institution,Currency,,Value (AUD),Weighting (%)
NORDSON CORP COM NPV,US6556631025,126,"41,214",0.03%
NORSK HYDRO ASA NOK1.098,NO0005052605,"11,154.59","96,779",0.07%
NORTHERN STAR RESOURCES LTD,AU000000NST8,"22,857.22","424,002",0.31%
NOVARTIS AG-REG CHF0.50 (REGD),CH0012005267,"1,549.20","285,602",0.21%
NOVO NORDISK A/S-B,DK0062498333,"2,005.05","211,612",0.16%
NUIX LTD,AU0000119307,"16,058.61","35,168",0.03%
NUTANIX INC - A NTNX,US67059N1081,524.07,"61,128",0.05%
NVIDIA CORP,US67066G1040,"13,792.96","3,325,169",2.47%
NXP SEMICONDUCTORS NV,NL0009538784,174.97,"58,334",0.04%
O'REILLY AUTOMOTIVE INC COM USD0.01,US67103H1077,555.68,"76,422",0.06%
OBAYASHI OBAYASHI,JP3190000004,"6,027.70","139,164",0.10%
OMNICOM GROUP COM USD0.15,US6819191064,315.62,"34,646",0.03%
ONO PHARMACEUTICAL CO LTD NPV,JP3197600004,"2,260.39","37,227",0.03%
OPEN TEXT CORP COM NPV,CA6837151068,757.44,"33,703",0.03%
ORACLE CORP COM USD0.01,US68389X1054,"1,180.42","393,799",0.29%
ORANGE FTE1,FR0000133308,"2,419.87","55,979",0.04%
ORORA LTD NPV,AU000000ORA8,"22,706.27","42,915",0.03%
ORSTED A/S DENERG,DK0060094928,558.4,"36,465",0.03%
OTIS WORLDWIDE CORP-W/I,US68902V1070,241.53,"36,493",0.03%
OWENS CORNING INC COM STK USD0.01,US6907421019,485.98,"101,980",0.08%
PACKAGING CORP OF AMERICA COM USD0.01,US6951561090,480.12,"138,062",0.10%
PALADIN ENERGY LTD NPV,AU000000PDN8,"59,177.49","477,562",0.35%
PALANTIR TECHNOLOGIES INC-A,US69608A1088,897.67,"186,724",0.14%
PALO ALTO NETWORKS INC PALO ALTO NETWORKS,US6974351057,870.67,"271,875",0.20%
PANASONIC HOLDINGS CORP,JP3866800000,"2,909.20","47,804",0.04%
PANDORA A/S DKK1,DK0060252690,233.78,"62,413",0.05%
PAYCHEX INC COM USD0.01,US7043261079,225.2,"49,985",0.04%
PAYPAL HOLDINGS INC PYPLV,US70450Y1038,545.21,"61,830",0.05%
PEARSON PLC ORD GBP0.25,GB0006776081,"14,230.18","318,831",0.24%
PERPETUAL TRUSTEES AUSTRALIA,AU000000PPT9,"2,218.40","40,064",0.03%
PERSEUS MINING LTD NPV,AU000000PRU3,"11,719.09","39,845",0.03%
PFIZER INC COM USD0.05,US7170811035,"2,870.69","106,181",0.08%
PILBARA MINERALS LTD PLS,AU000000PLS0,"500,760.88","668,516",0.50%
PINNACLE INVESTMENT MANAGEME PNI,AU000000PNI7,"7,224.85","148,398",0.11%
PINTEREST INC- CLASS A PINS,US72352L1061,"1,061.54","58,086",0.04%
PNC FINANCIAL SERVICES GROUP COM USD5,US6934751057,144.41,"41,080",0.03%
POLYNOVO LTD,AU000000PNV0,"94,428.28","112,842",0.08%
POWER CORP OF CANADA SUB-VTG NPV,CA7392391016,941.83,"56,021",0.04%
PREMIER INVESTMENTS LIMITED NPV,AU000000PMV2,"7,838.94","158,582",0.12%
PRINCIPAL FINANCIAL GROUP COM USD0.01,US74251V1026,"1,327.56","160,903",0.12%
PRO MEDICUS LTD PME,AU000000PME8,196.24,"55,944",0.04%
PROCTER & GAMBLE CO/THE-CDI PG,US7427181091,"1,570.13","381,709",0.28%
PROGRESSIVE CORP COM USD1,US7433151039,232.95,"94,856",0.07%
PROLOGIS INC COM USD0.01,US74340W1036,193.6,"31,054",0.02%
PROSUS NV PRX,NL0013654783,850.57,"72,322",0.05%
PRUDENTIAL FINANCIAL INC COM USD0.01,US7443201022,"1,701.78","278,994",0.21%
PRUDENTIAL PLC ORD GBP0.05,GB0007099541,"2,898.11","55,304",0.04%
PTC INC COM USD0.01,US69370C1009,336.55,"88,503",0.07%
PURE STORAGE INC - CLASS A PSTG,US74624M1027,415.87,"36,539",0.03%
QBE INSURANCE GROUP LTD,AU000000QBE9,"60,120.32","1,406,214",1.04%
QUALCOMM INC,US7475251036,651.74,"158,384",0.12%
RAKUTEN GROUP INC,JP3967200001,"4,688.21","39,442",0.03%
RAMELIUS RESOURCES LTD NPV,AU000000RMS4,"20,509.67","51,684",0.04%
RAMSAY HEALTH CARE LTD NPV,AU000000RHC8,"17,291.20","634,414",0.47%
RATIONAL AG NPV,DE0007010803,54.42,"69,399",0.05%
RAYMOND JAMES FINANCIAL INC COM USD0.01,US7547301090,223.32,"52,263",0.04%
REA GROUP LIMITED,AU000000REA9,"1,378.72","331,568",0.25%
RECRUIT HOLDINGS CO LTD 6098,JP3970300004,606.96,"54,725",0.04%
REECE LTD,AU000000REH4,"21,933.05","314,739",0.23%
REGENERON PHARMACEUTICALS COM USD0.001,US75886F1075,145.67,"116,695",0.09%
REGIONS FINANCIAL CORP COM STK USD0.01,US7591EP1005,"1,004.41","36,047",0.03%
RELIANCE WORLDWIDE CORP LTD RWC,AU000000RWC7,"166,055.10","680,826",0.51%
RELX PLC REL,GB00B2B0DG97,"2,349.75","193,440",0.14%
RENESAS ELECTRONICS CORP NPV,JP3164720009,"1,988.30","37,577",0.03%
RESMED INC COM USD0.004,US7611521078,205.32,"80,830",0.06%
RESMED INC-CDI CDI COM USD0.004 10:1,AU000000RMD6,"25,388.44","999,035",0.74%
RESONA HOLDINGS INC NPV,JP3500610005,"2,992.92","42,114",0.03%
RICOH COMPANY LIMITED NPV,JP3973400009,"4,876.57","70,345",0.05%
RIVIAN AUTOMOTIVE INC-A,US76954A1034,"1,271.26","26,653",0.02%
ROBLOX CORP -CLASS A,US7710491033,446.43,"71,663",0.05%
ROCHE HOLDING AG-BR CHF1.00 (BR),CH0012032113,107.16,"56,490",0.04%
ROCHE HOLDING AG-GENUSSCHEIN ROG,CH0012032048,355.8,"176,244",0.13%
ROCKWOOL A/S-B SHS,DK0063855168,"1,745.52","124,211",0.09%
ROGERS COMMUNICATIONS INC-B CLASS'B'COM CAD1.62478,CA7751092007,855.39,"38,636",0.03%
ROYAL BANK OF CANADA COM NPV,CA7800871021,584.77,"117,363",0.09%
ROYALTY PHARMA PLC- CL A,GB00BMVP7Y09,"1,671.85","91,915",0.07%
S&P GLOBAL INC,US78409V1044,103.6,"83,357",0.06%
SALESFORCE INC,US79466L3024,598.17,"248,895",0.18%
SANDFIRE RESOURCES LTD,AU000000SFR8,"9,855.23","110,576",0.08%
SANDOZ GROUP AG,CH1243598427,580.58,"48,325",0.04%
SANOFI SAN,FR0000120578,614.28,"90,455",0.07%
SAP SE,DE0007164600,370.87,"171,488",0.13%
SCENTRE GROUP SMART COMMUNICATIONS GROUP,AU000000SCG8,"338,400.60","1,204,706",0.89%
SCHWAB (CHARLES) CORP COM USD0.01,US8085131055,"1,036.22","144,266",0.11%
SCREEN HOLDINGS CO LTD,JP3494600004,272.08,"33,801",0.03%
SECURITAS AB-B SHS,SE0000163594,"4,919.06","111,443",0.08%
SEEK LTD NPV,AU000000SEK6,"3,151.80","75,801",0.06%
SERVICENOW INC COM USD0.001,US81762P1021,141.48,"221,952",0.16%
SEVERN TRENT PLC ORD GBP0.9789,GB00B1FH8J72,"4,479.54","256,089",0.19%
SHIMANO INC NPV,JP3358000002,230.22,"50,842",0.04%
SHIN ETSU CHEMICAL CO LTD,JP3371200001,"1,297.63","65,415",0.05%
SHIONOGI & CO LTD NPV,JP3347200002,"3,265.00","89,470",0.07%
SHOPIFY INC - A SH,CA82509L1076,870.88,"152,959",0.11%
SIEMENS AG-REG SIE,DE0007236101,524.28,"204,392",0.15%
SIEMENS HEALTHINEERS AG,DE000SHL1006,"1,469.25","123,847",0.09%
SIG GROUP AG,CH0435377954,"2,191.95","61,600",0.05%
SIGMA HEALTHCARE LTD SIG,AU000000SIG5,"32,144.70","96,113",0.07%
SIMON PROPERTY GROUP INC COM USD0.0001,US8288061091,176.85,"43,383",0.03%
SIMS LTD,AU000000SGM7,"52,981.02","812,729",0.60%
SMITH & NEPHEW PLC ORD USD0.20,GB0009223206,"1,797.22","41,827",0.03%
SMURFIT WESTROCK PLC,IE00028FXN24,"1,317.51","86,749",0.06%
SNAP INC - A SNAP,US83304A1060,"2,777.76","36,833",0.03%
SNOWFLAKE INC-CLASS A,US8334451098,198.83,"67,891",0.05%
SOCIETE GENERALE EUR1.25,FR0000130809,766.86,"66,687",0.05%
SOFTBANK CORP,JP3732000009,"38,740.50","91,263",0.07%
SOFTBANK GROUP CORP,JP3436100006,837.18,"92,993",0.07%
SONY GROUP CORP,JP3435000009,"2,134.81","84,119",0.06%
SPOTIFY TECHNOLOGY SA SPOT,LU1778762911,121.18,"141,890",0.11%
STANDARD CHARTERED PLC ORD USD0.50,GB0004082847,"5,569.55","140,568",0.10%
STARBUCKS CORP COM,US8552441094,271.46,"37,954",0.03%
STATE STREET CORP COM STK USD1,US8574771031,401.64,"65,171",0.05%
STORA ENSO OYJ-R SHS,FI0009005961,"4,439.98","73,357",0.05%
STRAUMANN HOLDING AG-REG,CH1175448666,166.39,"33,029",0.02%
STRYKER CORP COM USD0.10,US8636671013,221.02,"133,425",0.10%
SUMITOMO ELECTRIC INDS ORD,JP3407400005,"1,402.28","45,848",0.03%
SUMITOMO MITSUI FINANCIAL GR NPV,JP3890350006,"2,511.54","96,416",0.07%
SUMITOMO MITSUI TRUST GROUP,JP3892100003,899.97,"36,498",0.03%
SUMITOMO REALTY & DEVELOPMNT NPV,JP3409000001,"1,444.14","84,928",0.06%
SUN LIFE FINANCIAL INC COM NPV,CA8667961053,"2,123.72","215,192",0.16%
SUNCORP GROUP LTD NPV,AU000000SUN6,"1,527.57","33,011",0.02%
SVENSKA CELLULOSA AB-B SHS SER'B'NPV (POST SPLIT),SE0000112724,"4,383.47","86,325",0.06%
SWEDISH ORPHAN BIOVITRUM AB,SE0000872095,857.06,"39,548",0.03%
SWISS RE AG CHF0.10,CH0126881561,180.2,"47,377",0.04%
SWISSCOM AG-REG CHF1.00 (REGD),CH0008742519,45.63,"49,198",0.04%
SYNOPSYS INC COM,US8716071076,157.18,"122,962",0.09%
T ROWE PRICE GROUP INC COM USD0.20,US74144T1088,203.85,"30,017",0.02%
T&D HOLDINGS INC,JP3539220008,"2,951.06","98,824",0.07%
T-MOBILE US INC TMUS,US8725901040,544.79,"198,066",0.15%
TAKE-TWO INTERACTIVE SOFTWRE COM USD0.01,US8740541094,227.71,"84,383",0.06%
TAKEDA PHARMACEUTICAL NPV SHS,JP3463000004,"1,151.12","53,810",0.04%
TARGET CORP COM STK USD0.0833,US87612E1064,374.22,"56,331",0.04%
TDK CORP NPV,JP3538800008,"2,218.53","39,736",0.03%
TECHNOLOGY ONE LIMITED NPV(POST RECON),AU000000TNE8,"6,269.85","257,127",0.19%
TELECOM ITALIA SPA EUR0.55,IT0003497168,"95,365.68","71,504",0.05%
TELEFONICA SA TFA,ES0178430E18,"10,250.85","81,854",0.06%
TELENOR ASA ORD NOK6,NO0010063308,"1,891.61","44,695",0.03%
TELIX PHARMACEUTICALS LTD TLX,AU000000TLX2,"14,270.64","348,489",0.26%
TELSTRA CORPORATION LTD NPV,AU000000TLS2,"413,281.75","2,000,284",1.49%
TELUS CORP TELUS CORP,CA87971M1032,"1,737.15","42,485",0.03%
TERUMO CORP NPV,JP3546800008,"4,688.21","131,243",0.10%
TESLA INC,US88160R1014,"1,688.59","818,491",0.61%
TEVA PHARMACEUTICAL-SP ADR ADR(CNV 1 ORD ILS0.10),US8816242098,"1,908.35","48,804",0.04%
TEXAS INSTRUMENTS INC COM USD1,US8825081040,531.61,"168,418",0.13%
TOAST INC-CLASS A,US8887871080,636.47,"43,014",0.03%
TOKIO MARINE HOLDINGS INC NPV,JP3910660004,774.39,"49,992",0.04%
TOKYO ELECTRON LTD NPV,JP3571400005,293.01,"85,680",0.06%
TORONTO-DOMINION BANK COM NPV,CA8911605092,"1,566.57","175,468",0.13%
TPG TELECOM LTD TPG TELECOM LTD,AU0000090128,"91,027.40","485,176",0.36%
TRADE DESK INC/THE -CLASS A TTD,US88339J1051,385.94,"42,395",0.03%
TRANE TECHNOLOGIES PLC,IE00BK9ZQ967,199.04,"132,848",0.10%
TRANSURBAN GROUP-STAPLED,AU000000TCL6,"120,351.34","1,682,512",1.25%
TRAVELERS COS INC/THE COM NPV,US89417E1091,95.65,"39,047",0.03%
TREND MICRO INCORPORATED,JP3637300009,251.15,"26,471",0.02%
TRIMBLE LTD,US8962391004,291.76,"33,826",0.03%
UBER TECHNOLOGIES INC UBER,US90353T1007,924.04,"131,552",0.10%
UBS GROUP AG-REG UBSG,CH0244767585,"1,583.32","81,494",0.06%
UCB SA NPV,BE0003739530,269.15,"80,487",0.06%
UNIBAIL-RODAMCO-WESTFIELD URW,FR0013326246,492.05,"71,513",0.05%
UNICREDIT SPA UCGM,IT0005239360,"1,196.96","122,013",0.09%
UNITED PARCEL SERVICE CL B,US9113121068,218.71,"33,687",0.03%
UNITED THERAPEUTICS CORP COM STK USD0.01,US91307C1027,94.39,"41,388",0.03%
UNITED UTILITIES GROUP PLC ORD GBP0.05,GB00B39J2M42,"13,599.99","324,618",0.24%
UNITEDHEALTH GROUP INC COM USD0.01,US91324P1021,658.02,"313,243",0.23%
UPM-KYMMENE OYJ NPV,FI0009005987,960.87,"39,861",0.03%
VENTAS INC COM USD0.25,US92276F1003,522.82,"50,379",0.04%
VERIZON COMMUNICATIONS INC COM USD0.10,US92343V1044,"3,859.61","254,834",0.19%
VERTEX PHARMACEUTICALS INC COM USD0.01,US92532F1003,299.5,"203,461",0.15%
VERTIV HOLDINGS CO,US92537N1081,625.37,"122,536",0.09%
VESTAS WIND SYSTEMS A/S,DK0061539921,"5,624.38","128,306",0.10%
VICINITY CENTERS VCX,AU000000VCX7,"411,602.17","1,016,657",0.75%
VISA INC-CLASS A SHARES COM STK USD0.0001,US92826C8394,"1,182.31","640,541",0.48%
VODAFONE GROUP PLC ORD USD0.2095238(POST CONSOL),GB00BH4HKS39,"44,224.87","71,927",0.05%
WABTEC CORP,US9297401088,"1,636.48","522,769",0.39%
WALT DISNEY CO/THE DISNEY COM USD0.01,US2546871060,"1,256.40","237,745",0.18%
WASTE MANAGEMENT INC COM USD0.01,US94106L1098,682.93,"238,450",0.18%
WATSCO INC COM USD0.50,US9426222009,73.25,"49,363",0.04%
WELLTOWER INC HCN,US95040Q1040,727.72,"170,706",0.13%
WEST AFRICAN RESOURCES LTD WAF,AU000000WAF6,"24,260.89","55,072",0.04%
WEST FRASER TIMBER CO LTD COM NPV,CA9528451052,830.48,"92,742",0.07%
WEST JAPAN RAILWAY CO,JP3659000008,"1,130.19","39,423",0.03%
WESTERN DIGITAL CORP COM USD0.01,US9581021055,488.7,"47,718",0.04%
WESTPAC BANKING CORP WBC,AU000000WBC1,"75,846.42","2,568,160",1.91%
WILLIAMS-SONOMA INC COM USD0.01,US9699041011,285.06,"71,062",0.05%
WILLIS TOWERS WATSON PLC,IE00BDB6Q211,84.35,"39,448",0.03%
WISETECH GLOBAL LTD WTC,AU000000WTC3,"3,496.48","381,221",0.28%
WOLTERS KLUWER EUR0.12,NL0000395903,123.27,"31,344",0.02%
WOOLWORTHS GROUP LTD,AU000000WOW2,"25,925.79","806,551",0.60%
WORKDAY INC-CLASS A COM USD0.001,US98138H1014,144,"52,733",0.04%
WW GRAINGER INC COM STK USD0.50,US3848021040,91.67,"145,510",0.11%
XERO LTD,AU0000403172,171.92,"30,911",0.02%
XERO LTD XRO,NZXROE0001S2,"2,519.26","452,963",0.34%
ZEBRA TECHNOLOGIES CORP-CL A 'A'COM USD0.01,US9892071054,97.95,"46,088",0.03%
ZIMMER BIOMET HOLDINGS INC,US98956P1021,740.49,"103,059",0.08%
ZIP CO LTD,AU0000218307,"12,007.38","36,863",0.03%
ZOOM COMMUNICATIONS INC,US98980L1017,577.65,"68,735",0.05%
ZSCALER INC,US98980G1022,465.05,"222,780",0.17%
ZURICH INSURANCE GROUP AG CHF0.10,CH0011075394,75.14,"79,882",0.06%
Total,,,"115,685,230",85.90%
Unlisted Equity,,,,
Investment in non?associated entities;,,,,
Held directly or by associated entities or by PSTs,,,,
Externally managed,,,,
Name of Fund Manager,,,Value (AUD),Weighting (%)
Blackbird Ventures Pty Limited,,,"6,108,721",4.54%
Brandon Capital Partners,,,"257,153",0.19%
CSIRO Financial Services Pty Ltd,,,"720,860",0.54%
Hermes GPE LLP,,,"1,250,138",0.93%
IP2IPO Australia Pty Ltd,,,"1,373,794",1.02%
Safar Partners LLC,,,"3,191,895",2.37%
Square Peg Capital Pty Ltd,,,"4,172,491",3.10%
T Ventures Management Co Ltd,,,"261,046",0.19%
Total,,,"17,336,097",12.87%
Total Investment Items,,,"133,904,410",99.43%
,,,,
Table 2 — Derivatives by kind of derivative,,,,
Portfolio Holdings Information for Investment Option HC SRI High Growth - Class A Option - Derivatives,,,,
Kind of derivative,,,Value (AUD),Weighting (%)
Swaps,,,,0.00%
Forwards,,,"761,991",0.57%
Futures,,,"11,083",0.01%
Options,,,,0.00%
Total,,,"773,074",0.57%
,,,,
Table 3 — Derivatives by asset class,,,,
Portfolio Holdings Information for Investment Option HC SRI High Growth - Class A Option - Derivatives by Asset Class,,,,
Asset class,,,Actual asset allocation (% of Assets (including derivatives) in the investment option),Effect of derivatives exposure (% of Assets (including derivatives) in the investment option)
Cash,,,1.22%,-0.73%
Fixed Income,,,0.00%,0.00%
Equity,,,98.78%,0.73%
Property,,,0.00%,0.00%
Infrastructure,,,0.00%,0.00%
Alternatives,,,0.00%,0.00%
Total,,,100.00%,0.00%
,,,,
Table 4—Derivatives by currency,,,,
,,,,
Portfolio Holdings Information for Investment Option HC SRI High Growth - Class A Option - Derivatives by Currency,,,,
Currency exposure,,,Actual Currency Exposure (% of Assets (including derivatives) in the investment option),Effect of derivatives exposure (% of Assets (including derivatives) in the investment option)
AUD,,,47.91%,22.69%
USD,,,39.85%,-18.34%
Developed Markets,,,11.36%,-3.59%
Emerging Markets,,,0.88%,-0.09%
